Gene1	Gene2	Gene1_name	Gene2_name	Family_ID	Chromosome	Distance_bp	Gene1_Start	Gene2_Start	Strand1	Strand2	Same_Orientation
KRH56058	KRH56059	GLYMA_06G300100	GLYMA_06G300200	3	6	18100	48890535	48908635	-	-	True
KRH56058	KRH56060	GLYMA_06G300100	GLYMA_06G300300	3	6	27445	48890535	48917980	-	-	True
KRH56058	KRH56061	GLYMA_06G300100	GLYMA_06G300400	3	6	38886	48890535	48929421	-	-	True
KRH56059	KRH56060	GLYMA_06G300200	GLYMA_06G300300	3	6	9345	48908635	48917980	-	-	True
KRH56059	KRH56061	GLYMA_06G300200	GLYMA_06G300400	3	6	20786	48908635	48929421	-	-	True
KRH56060	KRH56061	GLYMA_06G300300	GLYMA_06G300400	3	6	11441	48917980	48929421	-	-	True
KRH47591	KRH47594	GLYMA_07G037700	GLYMA_07G038000	3	7	19286	3110543	3129829	+	+	True
KRH46191	KRH46194	GLYMA_08G317300	GLYMA_08G317600	3	8	21327	43688021	43709348	-	-	True
KRH46191	KRH46196	GLYMA_08G317300	GLYMA_08G317800	3	8	32781	43688021	43720802	-	-	True
KRH46194	KRH46196	GLYMA_08G317600	GLYMA_08G317800	3	8	11454	43709348	43720802	-	-	True
KRH40047	KRH40048	GLYMA_09G234900	GLYMA_09G235000	3	9	11194	45736363	45747557	+	+	True
KRH40047	KRH40049	GLYMA_09G234900	GLYMA_09G235100	3	9	22108	45736363	45758471	+	+	True
KRH40047	KRH40053	GLYMA_09G234900	GLYMA_09G235300	3	9	43930	45736363	45780293	+	+	True
KRH40047	KRH40058	GLYMA_09G234900	GLYMA_09G235600	3	9	81279	45736363	45817642	+	-	False
KRH40048	KRH40049	GLYMA_09G235000	GLYMA_09G235100	3	9	10914	45747557	45758471	+	+	True
KRH40048	KRH40053	GLYMA_09G235000	GLYMA_09G235300	3	9	32736	45747557	45780293	+	+	True
KRH40048	KRH40058	GLYMA_09G235000	GLYMA_09G235600	3	9	70085	45747557	45817642	+	-	False
KRH40049	KRH40053	GLYMA_09G235100	GLYMA_09G235300	3	9	21822	45758471	45780293	+	+	True
KRH40049	KRH40058	GLYMA_09G235100	GLYMA_09G235600	3	9	59171	45758471	45817642	+	-	False
KRH40053	KRH40058	GLYMA_09G235300	GLYMA_09G235600	3	9	37349	45780293	45817642	+	-	False
KRH75296	KRH75297	GLYMA_01G076400	GLYMA_01G076500	4	1	4297	18069356	18073653	+	-	False
KRH75720	KRH75721	GLYMA_01G103800	GLYMA_01G103900	4	1	4522	34756185	34760707	-	+	False
KRH33514	KRH33515	GLYMA_10G127900	GLYMA_10G128000	4	10	5659	34053319	34058978	+	+	True
KRH30125	KRH30126	GLYMA_11G160700	GLYMA_11G160800	4	11	2583	14785950	14788533	-	-	True
KRH25514	KRH25515	GLYMA_12G108700	GLYMA_12G108800	4	12	14122	10026498	10040620	-	+	False
KRH26128	KRH26129	GLYMA_12G153300	GLYMA_12G153400	4	12	2675	23389982	23392657	+	+	True
KRH26128	KRH26130	GLYMA_12G153300	GLYMA_12G153500	4	12	4690	23389982	23394672	+	-	False
KRH26129	KRH26130	GLYMA_12G153400	GLYMA_12G153500	4	12	2015	23392657	23394672	+	-	False
KRH15766	KRH15767	GLYMA_14G109800	GLYMA_14G109900	4	14	4068	12308033	12312101	+	+	True
KRH15914	KRH15915	GLYMA_14G1189002	GLYMA_14G1189001	4	14	1758	16310124	16311882	-	-	True
KRH16293	KRH16294	GLYMA_14G146500	GLYMA_14G146600	4	14	8052	31097922	31105974	-	+	False
KRH12919	KRH12920	GLYMA_15G204800	GLYMA_15G204900	4	15	36944	27324954	27361898	-	+	False
KRH12919	KRH12921	GLYMA_15G204800	GLYMA_15G205000	4	15	38944	27324954	27363898	-	-	True
KRH12920	KRH12921	GLYMA_15G204900	GLYMA_15G205000	4	15	2000	27361898	27363898	+	-	False
KRH13008	KRH13009	GLYMA_15G210800	GLYMA_15G210900	4	15	8209	32381199	32389408	-	+	False
KRH13130	KRH13132	GLYMA_15G218100	GLYMA_15G218300	4	15	31734	37048197	37079931	+	-	False
KRH13251	KRH13252	GLYMA_15G225400	GLYMA_15G225500	4	15	13591	41438207	41451798	-	-	True
KRH04976	KRH04977	GLYMA_17G199800	GLYMA_17G199900	4	17	2062	31821751	31823813	+	+	True
KRH04976	KRH04978	GLYMA_17G199800	GLYMA_17G200000	4	17	6697	31821751	31828448	+	+	True
KRH04977	KRH04978	GLYMA_17G199900	GLYMA_17G200000	4	17	4635	31823813	31828448	+	+	True
KRH05158	KRH05159	GLYMA_17G210600	GLYMA_17G210700	4	17	3124	34757104	34760228	-	-	True
KRG99116	KRG99117	GLYMA_18G122200	GLYMA_18G122300	4	18	1097	15548447	15549544	-	-	True
KRG99116	KRG99118	GLYMA_18G122200	GLYMA_18G122400	4	18	8548	15548447	15556995	-	+	False
KRG99117	KRG99118	GLYMA_18G122300	GLYMA_18G122400	4	18	7451	15549544	15556995	-	+	False
KRG99662	KRG99669	GLYMA_18G161300	GLYMA_18G162000	4	18	81724	36912591	36994315	-	-	True
KRG99662	KRG99670	GLYMA_18G161300	GLYMA_18G162100	4	18	84452	36912591	36997043	-	-	True
KRG99669	KRG99670	GLYMA_18G162000	GLYMA_18G162100	4	18	2728	36994315	36997043	-	-	True
KRG99720	KRG99721	GLYMA_18G166100	GLYMA_18G166200	4	18	2504	38833290	38835794	+	+	True
KRG94207	KRG94208	GLYMA_19G068000	GLYMA_19G068100	4	19	3617	19971986	19975603	-	-	True
KRG94207	KRG94209	GLYMA_19G068000	GLYMA_19G068200	4	19	12369	19971986	19984355	-	+	False
KRG94208	KRG94209	GLYMA_19G068100	GLYMA_19G068200	4	19	8752	19975603	19984355	-	+	False
KRG94666	KRG94667	GLYMA_19G100300	GLYMA_19G100400	4	19	6007	34724767	34730774	+	+	True
KRH71590	KRH71591	GLYMA_02G157400	GLYMA_02G157500	4	2	3419	17027118	17030537	-	+	False
KRG89537	KRG89538	GLYMA_20G029900	GLYMA_20G030000	4	20	3551	3574927	3578478	+	+	True
KRG89648	KRG89649	GLYMA_20G037200	GLYMA_20G037300	4	20	5395	5557175	5562570	+	+	True
KRG89655	KRG89656	GLYMA_20G037700	GLYMA_20G037800	4	20	6130	5787140	5793270	-	-	True
KRG89990	KRG89991	GLYMA_20G059800	GLYMA_20G059900	4	20	4540	18194021	18198561	+	+	True
KRG90002	KRG90003	GLYMA_20G060700	GLYMA_20G060800	4	20	3669	18657354	18661023	-	-	True
KRH57617	KRH57618	GLYMA_05G072700	GLYMA_05G072800	4	5	6436	8076068	8082504	-	-	True
KRH57617	KRH57619	GLYMA_05G072700	GLYMA_05G072900	4	5	9239	8076068	8085307	-	-	True
KRH57617	KRH57620	GLYMA_05G072700	GLYMA_05G073000	4	5	14575	8076068	8090643	-	-	True
KRH57618	KRH57619	GLYMA_05G072800	GLYMA_05G072900	4	5	2803	8082504	8085307	-	-	True
KRH57618	KRH57620	GLYMA_05G072800	GLYMA_05G073000	4	5	8139	8082504	8090643	-	-	True
KRH57619	KRH57620	GLYMA_05G072900	GLYMA_05G073000	4	5	5336	8085307	8090643	-	-	True
KRH55038	KRH55039	GLYMA_06G2261002	GLYMA_06G226200	4	6	8019	32830019	32838038	-	-	True
KRH55038	KRH55040	GLYMA_06G2261002	GLYMA_06G226300	4	6	20428	32830019	32850447	-	+	False
KRH55039	KRH55040	GLYMA_06G226200	GLYMA_06G226300	4	6	12409	32838038	32850447	-	+	False
KRH55707	KRH55708	GLYMA_06G274400	GLYMA_06G274500	4	6	8791	46516636	46525427	+	-	False
KRH55707	KRH55709	GLYMA_06G274400	GLYMA_06G274600	4	6	47040	46516636	46563676	+	+	True
KRH55707	KRH55710	GLYMA_06G274400	GLYMA_06G274700	4	6	56778	46516636	46573414	+	+	True
KRH55707	KRH55711	GLYMA_06G274400	GLYMA_06G274800	4	6	58826	46516636	46575462	+	-	False
KRH55707	KRH55712	GLYMA_06G274400	GLYMA_06G274900	4	6	73017	46516636	46589653	+	-	False
KRH55708	KRH55709	GLYMA_06G274500	GLYMA_06G274600	4	6	38249	46525427	46563676	-	+	False
KRH55708	KRH55710	GLYMA_06G274500	GLYMA_06G274700	4	6	47987	46525427	46573414	-	+	False
KRH55708	KRH55711	GLYMA_06G274500	GLYMA_06G274800	4	6	50035	46525427	46575462	-	-	True
KRH55708	KRH55712	GLYMA_06G274500	GLYMA_06G274900	4	6	64226	46525427	46589653	-	-	True
KRH55709	KRH55710	GLYMA_06G274600	GLYMA_06G274700	4	6	9738	46563676	46573414	+	+	True
KRH55709	KRH55711	GLYMA_06G274600	GLYMA_06G274800	4	6	11786	46563676	46575462	+	-	False
KRH55709	KRH55712	GLYMA_06G274600	GLYMA_06G274900	4	6	25977	46563676	46589653	+	-	False
KRH55710	KRH55711	GLYMA_06G274700	GLYMA_06G274800	4	6	2048	46573414	46575462	+	-	False
KRH55710	KRH55712	GLYMA_06G274700	GLYMA_06G274900	4	6	16239	46573414	46589653	+	-	False
KRH55711	KRH55712	GLYMA_06G274800	GLYMA_06G274900	4	6	14191	46575462	46589653	-	-	True
KRH49282	KRH49283	GLYMA_07G145000	GLYMA_07G145100	4	7	9805	17301671	17311476	-	+	False
KRH49282	KRH49284	GLYMA_07G145000	GLYMA_07G145200	4	7	13851	17301671	17315522	-	+	False
KRH49283	KRH49284	GLYMA_07G145100	GLYMA_07G145200	4	7	4046	17311476	17315522	+	+	True
KRH37636	KRH37637	GLYMA_09G079200	GLYMA_09G079300	4	9	5505	8908090	8913595	+	+	True
KRH37670	KRH37671	GLYMA_09G081200	GLYMA_09G081300	4	9	1940	9479804	9481744	-	-	True
KRH37746	KRH37747	GLYMA_09G086300	GLYMA_09G086400	4	9	4801	10709006	10713807	-	+	False
KRH38675	KRH38676	GLYMA_09G150600	GLYMA_09G150700	4	9	11910	37154309	37166219	-	-	True
KRH38675	KRH38677	GLYMA_09G150600	GLYMA_09G150800	4	9	64738	37154309	37219047	-	+	False
KRH38675	KRH38678	GLYMA_09G150600	GLYMA_09G150900	4	9	86101	37154309	37240410	-	-	True
KRH38675	KRH38679	GLYMA_09G150600	GLYMA_09G151000	4	9	88156	37154309	37242465	-	-	True
KRH38675	KRH38680	GLYMA_09G150600	GLYMA_09G151100	4	9	94262	37154309	37248571	-	+	False
KRH38676	KRH38677	GLYMA_09G150700	GLYMA_09G150800	4	9	52828	37166219	37219047	-	+	False
KRH38676	KRH38678	GLYMA_09G150700	GLYMA_09G150900	4	9	74191	37166219	37240410	-	-	True
KRH38676	KRH38679	GLYMA_09G150700	GLYMA_09G151000	4	9	76246	37166219	37242465	-	-	True
KRH38676	KRH38680	GLYMA_09G150700	GLYMA_09G151100	4	9	82352	37166219	37248571	-	+	False
KRH38676	KRH38681	GLYMA_09G150700	GLYMA_09G151200	4	9	95925	37166219	37262144	-	-	True
KRH38677	KRH38678	GLYMA_09G150800	GLYMA_09G150900	4	9	21363	37219047	37240410	+	-	False
KRH38677	KRH38679	GLYMA_09G150800	GLYMA_09G151000	4	9	23418	37219047	37242465	+	-	False
KRH38677	KRH38680	GLYMA_09G150800	GLYMA_09G151100	4	9	29524	37219047	37248571	+	+	True
KRH38677	KRH38681	GLYMA_09G150800	GLYMA_09G151200	4	9	43097	37219047	37262144	+	-	False
KRH38678	KRH38679	GLYMA_09G150900	GLYMA_09G151000	4	9	2055	37240410	37242465	-	-	True
KRH38678	KRH38680	GLYMA_09G150900	GLYMA_09G151100	4	9	8161	37240410	37248571	-	+	False
KRH38678	KRH38681	GLYMA_09G150900	GLYMA_09G151200	4	9	21734	37240410	37262144	-	-	True
KRH38679	KRH38680	GLYMA_09G151000	GLYMA_09G151100	4	9	6106	37242465	37248571	-	+	False
KRH38679	KRH38681	GLYMA_09G151000	GLYMA_09G151200	4	9	19679	37242465	37262144	-	-	True
KRH38680	KRH38681	GLYMA_09G151100	GLYMA_09G151200	4	9	13573	37248571	37262144	+	-	False
KRH24330	KRH24331	GLYMA_12G033800	GLYMA_12G033900	5	12	13490	2546403	2559893	-	-	True
KRH24330	KRH24332	GLYMA_12G033800	GLYMA_12G034000	5	12	20690	2546403	2567093	-	+	False
KRH24330	KRH24333	GLYMA_12G033800	GLYMA_12G034100	5	12	22201	2546403	2568604	-	+	False
KRH24330	KRH24334	GLYMA_12G033800	GLYMA_12G034200	5	12	24936	2546403	2571339	-	-	True
KRH24330	KRH24335	GLYMA_12G033800	GLYMA_12G034300	5	12	27400	2546403	2573803	-	-	True
KRH24330	KRH24336	GLYMA_12G033800	GLYMA_12G034400	5	12	28836	2546403	2575239	-	-	True
KRH24330	KRH24337	GLYMA_12G033800	GLYMA_12G034500	5	12	31096	2546403	2577499	-	+	False
KRH24330	KRH24338	GLYMA_12G033800	GLYMA_12G034600	5	12	32701	2546403	2579104	-	-	True
KRH24330	KRH24339	GLYMA_12G033800	GLYMA_12G034700	5	12	33833	2546403	2580236	-	+	False
KRH24330	KRH24340	GLYMA_12G033800	GLYMA_12G034800	5	12	35743	2546403	2582146	-	-	True
KRH24330	KRH24341	GLYMA_12G033800	GLYMA_12G034900	5	12	36927	2546403	2583330	-	+	False
KRH24330	KRH24342	GLYMA_12G033800	GLYMA_12G035000	5	12	39679	2546403	2586082	-	-	True
KRH24330	KRH24343	GLYMA_12G033800	GLYMA_12G035100	5	12	41244	2546403	2587647	-	+	False
KRH24330	KRH24344	GLYMA_12G033800	GLYMA_12G035200	5	12	43252	2546403	2589655	-	-	True
KRH24330	KRH24345	GLYMA_12G033800	GLYMA_12G035300	5	12	45639	2546403	2592042	-	-	True
KRH24330	KRH24346	GLYMA_12G033800	GLYMA_12G035400	5	12	46952	2546403	2593355	-	+	False
KRH24330	KRH24349	GLYMA_12G033800	GLYMA_12G035700	5	12	60164	2546403	2606567	-	+	False
KRH24331	KRH24332	GLYMA_12G033900	GLYMA_12G034000	5	12	7200	2559893	2567093	-	+	False
KRH24331	KRH24333	GLYMA_12G033900	GLYMA_12G034100	5	12	8711	2559893	2568604	-	+	False
KRH24331	KRH24334	GLYMA_12G033900	GLYMA_12G034200	5	12	11446	2559893	2571339	-	-	True
KRH24331	KRH24335	GLYMA_12G033900	GLYMA_12G034300	5	12	13910	2559893	2573803	-	-	True
KRH24331	KRH24336	GLYMA_12G033900	GLYMA_12G034400	5	12	15346	2559893	2575239	-	-	True
KRH24331	KRH24337	GLYMA_12G033900	GLYMA_12G034500	5	12	17606	2559893	2577499	-	+	False
KRH24331	KRH24338	GLYMA_12G033900	GLYMA_12G034600	5	12	19211	2559893	2579104	-	-	True
KRH24331	KRH24339	GLYMA_12G033900	GLYMA_12G034700	5	12	20343	2559893	2580236	-	+	False
KRH24331	KRH24340	GLYMA_12G033900	GLYMA_12G034800	5	12	22253	2559893	2582146	-	-	True
KRH24331	KRH24341	GLYMA_12G033900	GLYMA_12G034900	5	12	23437	2559893	2583330	-	+	False
KRH24331	KRH24342	GLYMA_12G033900	GLYMA_12G035000	5	12	26189	2559893	2586082	-	-	True
KRH24331	KRH24343	GLYMA_12G033900	GLYMA_12G035100	5	12	27754	2559893	2587647	-	+	False
KRH24331	KRH24344	GLYMA_12G033900	GLYMA_12G035200	5	12	29762	2559893	2589655	-	-	True
KRH24331	KRH24345	GLYMA_12G033900	GLYMA_12G035300	5	12	32149	2559893	2592042	-	-	True
KRH24331	KRH24346	GLYMA_12G033900	GLYMA_12G035400	5	12	33462	2559893	2593355	-	+	False
KRH24331	KRH24349	GLYMA_12G033900	GLYMA_12G035700	5	12	46674	2559893	2606567	-	+	False
KRH24332	KRH24333	GLYMA_12G034000	GLYMA_12G034100	5	12	1511	2567093	2568604	+	+	True
KRH24332	KRH24334	GLYMA_12G034000	GLYMA_12G034200	5	12	4246	2567093	2571339	+	-	False
KRH24332	KRH24335	GLYMA_12G034000	GLYMA_12G034300	5	12	6710	2567093	2573803	+	-	False
KRH24332	KRH24336	GLYMA_12G034000	GLYMA_12G034400	5	12	8146	2567093	2575239	+	-	False
KRH24332	KRH24337	GLYMA_12G034000	GLYMA_12G034500	5	12	10406	2567093	2577499	+	+	True
KRH24332	KRH24338	GLYMA_12G034000	GLYMA_12G034600	5	12	12011	2567093	2579104	+	-	False
KRH24332	KRH24339	GLYMA_12G034000	GLYMA_12G034700	5	12	13143	2567093	2580236	+	+	True
KRH24332	KRH24340	GLYMA_12G034000	GLYMA_12G034800	5	12	15053	2567093	2582146	+	-	False
KRH24332	KRH24341	GLYMA_12G034000	GLYMA_12G034900	5	12	16237	2567093	2583330	+	+	True
KRH24332	KRH24342	GLYMA_12G034000	GLYMA_12G035000	5	12	18989	2567093	2586082	+	-	False
KRH24332	KRH24343	GLYMA_12G034000	GLYMA_12G035100	5	12	20554	2567093	2587647	+	+	True
KRH24332	KRH24344	GLYMA_12G034000	GLYMA_12G035200	5	12	22562	2567093	2589655	+	-	False
KRH24332	KRH24345	GLYMA_12G034000	GLYMA_12G035300	5	12	24949	2567093	2592042	+	-	False
KRH24332	KRH24346	GLYMA_12G034000	GLYMA_12G035400	5	12	26262	2567093	2593355	+	+	True
KRH24332	KRH24349	GLYMA_12G034000	GLYMA_12G035700	5	12	39474	2567093	2606567	+	+	True
KRH24333	KRH24334	GLYMA_12G034100	GLYMA_12G034200	5	12	2735	2568604	2571339	+	-	False
KRH24333	KRH24335	GLYMA_12G034100	GLYMA_12G034300	5	12	5199	2568604	2573803	+	-	False
KRH24333	KRH24336	GLYMA_12G034100	GLYMA_12G034400	5	12	6635	2568604	2575239	+	-	False
KRH24333	KRH24337	GLYMA_12G034100	GLYMA_12G034500	5	12	8895	2568604	2577499	+	+	True
KRH24333	KRH24338	GLYMA_12G034100	GLYMA_12G034600	5	12	10500	2568604	2579104	+	-	False
KRH24333	KRH24339	GLYMA_12G034100	GLYMA_12G034700	5	12	11632	2568604	2580236	+	+	True
KRH24333	KRH24340	GLYMA_12G034100	GLYMA_12G034800	5	12	13542	2568604	2582146	+	-	False
KRH24333	KRH24341	GLYMA_12G034100	GLYMA_12G034900	5	12	14726	2568604	2583330	+	+	True
KRH24333	KRH24342	GLYMA_12G034100	GLYMA_12G035000	5	12	17478	2568604	2586082	+	-	False
KRH24333	KRH24343	GLYMA_12G034100	GLYMA_12G035100	5	12	19043	2568604	2587647	+	+	True
KRH24333	KRH24344	GLYMA_12G034100	GLYMA_12G035200	5	12	21051	2568604	2589655	+	-	False
KRH24333	KRH24345	GLYMA_12G034100	GLYMA_12G035300	5	12	23438	2568604	2592042	+	-	False
KRH24333	KRH24346	GLYMA_12G034100	GLYMA_12G035400	5	12	24751	2568604	2593355	+	+	True
KRH24333	KRH24349	GLYMA_12G034100	GLYMA_12G035700	5	12	37963	2568604	2606567	+	+	True
KRH24334	KRH24335	GLYMA_12G034200	GLYMA_12G034300	5	12	2464	2571339	2573803	-	-	True
KRH24334	KRH24336	GLYMA_12G034200	GLYMA_12G034400	5	12	3900	2571339	2575239	-	-	True
KRH24334	KRH24337	GLYMA_12G034200	GLYMA_12G034500	5	12	6160	2571339	2577499	-	+	False
KRH24334	KRH24338	GLYMA_12G034200	GLYMA_12G034600	5	12	7765	2571339	2579104	-	-	True
KRH24334	KRH24339	GLYMA_12G034200	GLYMA_12G034700	5	12	8897	2571339	2580236	-	+	False
KRH24334	KRH24340	GLYMA_12G034200	GLYMA_12G034800	5	12	10807	2571339	2582146	-	-	True
KRH24334	KRH24341	GLYMA_12G034200	GLYMA_12G034900	5	12	11991	2571339	2583330	-	+	False
KRH24334	KRH24342	GLYMA_12G034200	GLYMA_12G035000	5	12	14743	2571339	2586082	-	-	True
KRH24334	KRH24343	GLYMA_12G034200	GLYMA_12G035100	5	12	16308	2571339	2587647	-	+	False
KRH24334	KRH24344	GLYMA_12G034200	GLYMA_12G035200	5	12	18316	2571339	2589655	-	-	True
KRH24334	KRH24345	GLYMA_12G034200	GLYMA_12G035300	5	12	20703	2571339	2592042	-	-	True
KRH24334	KRH24346	GLYMA_12G034200	GLYMA_12G035400	5	12	22016	2571339	2593355	-	+	False
KRH24334	KRH24349	GLYMA_12G034200	GLYMA_12G035700	5	12	35228	2571339	2606567	-	+	False
KRH24335	KRH24336	GLYMA_12G034300	GLYMA_12G034400	5	12	1436	2573803	2575239	-	-	True
KRH24335	KRH24337	GLYMA_12G034300	GLYMA_12G034500	5	12	3696	2573803	2577499	-	+	False
KRH24335	KRH24338	GLYMA_12G034300	GLYMA_12G034600	5	12	5301	2573803	2579104	-	-	True
KRH24335	KRH24339	GLYMA_12G034300	GLYMA_12G034700	5	12	6433	2573803	2580236	-	+	False
KRH24335	KRH24340	GLYMA_12G034300	GLYMA_12G034800	5	12	8343	2573803	2582146	-	-	True
KRH24335	KRH24341	GLYMA_12G034300	GLYMA_12G034900	5	12	9527	2573803	2583330	-	+	False
KRH24335	KRH24342	GLYMA_12G034300	GLYMA_12G035000	5	12	12279	2573803	2586082	-	-	True
KRH24335	KRH24343	GLYMA_12G034300	GLYMA_12G035100	5	12	13844	2573803	2587647	-	+	False
KRH24335	KRH24344	GLYMA_12G034300	GLYMA_12G035200	5	12	15852	2573803	2589655	-	-	True
KRH24335	KRH24345	GLYMA_12G034300	GLYMA_12G035300	5	12	18239	2573803	2592042	-	-	True
KRH24335	KRH24346	GLYMA_12G034300	GLYMA_12G035400	5	12	19552	2573803	2593355	-	+	False
KRH24335	KRH24349	GLYMA_12G034300	GLYMA_12G035700	5	12	32764	2573803	2606567	-	+	False
KRH24336	KRH24337	GLYMA_12G034400	GLYMA_12G034500	5	12	2260	2575239	2577499	-	+	False
KRH24336	KRH24338	GLYMA_12G034400	GLYMA_12G034600	5	12	3865	2575239	2579104	-	-	True
KRH24336	KRH24339	GLYMA_12G034400	GLYMA_12G034700	5	12	4997	2575239	2580236	-	+	False
KRH24336	KRH24340	GLYMA_12G034400	GLYMA_12G034800	5	12	6907	2575239	2582146	-	-	True
KRH24336	KRH24341	GLYMA_12G034400	GLYMA_12G034900	5	12	8091	2575239	2583330	-	+	False
KRH24336	KRH24342	GLYMA_12G034400	GLYMA_12G035000	5	12	10843	2575239	2586082	-	-	True
KRH24336	KRH24343	GLYMA_12G034400	GLYMA_12G035100	5	12	12408	2575239	2587647	-	+	False
KRH24336	KRH24344	GLYMA_12G034400	GLYMA_12G035200	5	12	14416	2575239	2589655	-	-	True
KRH24336	KRH24345	GLYMA_12G034400	GLYMA_12G035300	5	12	16803	2575239	2592042	-	-	True
KRH24336	KRH24346	GLYMA_12G034400	GLYMA_12G035400	5	12	18116	2575239	2593355	-	+	False
KRH24336	KRH24349	GLYMA_12G034400	GLYMA_12G035700	5	12	31328	2575239	2606567	-	+	False
KRH24337	KRH24338	GLYMA_12G034500	GLYMA_12G034600	5	12	1605	2577499	2579104	+	-	False
KRH24337	KRH24339	GLYMA_12G034500	GLYMA_12G034700	5	12	2737	2577499	2580236	+	+	True
KRH24337	KRH24340	GLYMA_12G034500	GLYMA_12G034800	5	12	4647	2577499	2582146	+	-	False
KRH24337	KRH24341	GLYMA_12G034500	GLYMA_12G034900	5	12	5831	2577499	2583330	+	+	True
KRH24337	KRH24342	GLYMA_12G034500	GLYMA_12G035000	5	12	8583	2577499	2586082	+	-	False
KRH24337	KRH24343	GLYMA_12G034500	GLYMA_12G035100	5	12	10148	2577499	2587647	+	+	True
KRH24337	KRH24344	GLYMA_12G034500	GLYMA_12G035200	5	12	12156	2577499	2589655	+	-	False
KRH24337	KRH24345	GLYMA_12G034500	GLYMA_12G035300	5	12	14543	2577499	2592042	+	-	False
KRH24337	KRH24346	GLYMA_12G034500	GLYMA_12G035400	5	12	15856	2577499	2593355	+	+	True
KRH24337	KRH24349	GLYMA_12G034500	GLYMA_12G035700	5	12	29068	2577499	2606567	+	+	True
KRH24338	KRH24339	GLYMA_12G034600	GLYMA_12G034700	5	12	1132	2579104	2580236	-	+	False
KRH24338	KRH24340	GLYMA_12G034600	GLYMA_12G034800	5	12	3042	2579104	2582146	-	-	True
KRH24338	KRH24341	GLYMA_12G034600	GLYMA_12G034900	5	12	4226	2579104	2583330	-	+	False
KRH24338	KRH24342	GLYMA_12G034600	GLYMA_12G035000	5	12	6978	2579104	2586082	-	-	True
KRH24338	KRH24343	GLYMA_12G034600	GLYMA_12G035100	5	12	8543	2579104	2587647	-	+	False
KRH24338	KRH24344	GLYMA_12G034600	GLYMA_12G035200	5	12	10551	2579104	2589655	-	-	True
KRH24338	KRH24345	GLYMA_12G034600	GLYMA_12G035300	5	12	12938	2579104	2592042	-	-	True
KRH24338	KRH24346	GLYMA_12G034600	GLYMA_12G035400	5	12	14251	2579104	2593355	-	+	False
KRH24338	KRH24349	GLYMA_12G034600	GLYMA_12G035700	5	12	27463	2579104	2606567	-	+	False
KRH24339	KRH24340	GLYMA_12G034700	GLYMA_12G034800	5	12	1910	2580236	2582146	+	-	False
KRH24339	KRH24341	GLYMA_12G034700	GLYMA_12G034900	5	12	3094	2580236	2583330	+	+	True
KRH24339	KRH24342	GLYMA_12G034700	GLYMA_12G035000	5	12	5846	2580236	2586082	+	-	False
KRH24339	KRH24343	GLYMA_12G034700	GLYMA_12G035100	5	12	7411	2580236	2587647	+	+	True
KRH24339	KRH24344	GLYMA_12G034700	GLYMA_12G035200	5	12	9419	2580236	2589655	+	-	False
KRH24339	KRH24345	GLYMA_12G034700	GLYMA_12G035300	5	12	11806	2580236	2592042	+	-	False
KRH24339	KRH24346	GLYMA_12G034700	GLYMA_12G035400	5	12	13119	2580236	2593355	+	+	True
KRH24339	KRH24349	GLYMA_12G034700	GLYMA_12G035700	5	12	26331	2580236	2606567	+	+	True
KRH24340	KRH24341	GLYMA_12G034800	GLYMA_12G034900	5	12	1184	2582146	2583330	-	+	False
KRH24340	KRH24342	GLYMA_12G034800	GLYMA_12G035000	5	12	3936	2582146	2586082	-	-	True
KRH24340	KRH24343	GLYMA_12G034800	GLYMA_12G035100	5	12	5501	2582146	2587647	-	+	False
KRH24340	KRH24344	GLYMA_12G034800	GLYMA_12G035200	5	12	7509	2582146	2589655	-	-	True
KRH24340	KRH24345	GLYMA_12G034800	GLYMA_12G035300	5	12	9896	2582146	2592042	-	-	True
KRH24340	KRH24346	GLYMA_12G034800	GLYMA_12G035400	5	12	11209	2582146	2593355	-	+	False
KRH24340	KRH24349	GLYMA_12G034800	GLYMA_12G035700	5	12	24421	2582146	2606567	-	+	False
KRH24341	KRH24342	GLYMA_12G034900	GLYMA_12G035000	5	12	2752	2583330	2586082	+	-	False
KRH24341	KRH24343	GLYMA_12G034900	GLYMA_12G035100	5	12	4317	2583330	2587647	+	+	True
KRH24341	KRH24344	GLYMA_12G034900	GLYMA_12G035200	5	12	6325	2583330	2589655	+	-	False
KRH24341	KRH24345	GLYMA_12G034900	GLYMA_12G035300	5	12	8712	2583330	2592042	+	-	False
KRH24341	KRH24346	GLYMA_12G034900	GLYMA_12G035400	5	12	10025	2583330	2593355	+	+	True
KRH24341	KRH24349	GLYMA_12G034900	GLYMA_12G035700	5	12	23237	2583330	2606567	+	+	True
KRH24342	KRH24343	GLYMA_12G035000	GLYMA_12G035100	5	12	1565	2586082	2587647	-	+	False
KRH24342	KRH24344	GLYMA_12G035000	GLYMA_12G035200	5	12	3573	2586082	2589655	-	-	True
KRH24342	KRH24345	GLYMA_12G035000	GLYMA_12G035300	5	12	5960	2586082	2592042	-	-	True
KRH24342	KRH24346	GLYMA_12G035000	GLYMA_12G035400	5	12	7273	2586082	2593355	-	+	False
KRH24342	KRH24349	GLYMA_12G035000	GLYMA_12G035700	5	12	20485	2586082	2606567	-	+	False
KRH24343	KRH24344	GLYMA_12G035100	GLYMA_12G035200	5	12	2008	2587647	2589655	+	-	False
KRH24343	KRH24345	GLYMA_12G035100	GLYMA_12G035300	5	12	4395	2587647	2592042	+	-	False
