Gene_ID	Chromosome	Start	End	Strand
gene:GLYMA_01G053800	1	6810996	6816226	-
gene:GLYMA_01G053900	1	6835875	6836372	-
gene:GLYMA_01G054000	1	6955912	6957783	-
gene:GLYMA_01G054100	1	6959413	6966690	-
gene:GLYMA_01G054200	1	6973767	6977347	-
gene:GLYMA_01G054300	1	6997115	7000465	+
gene:GLYMA_01G054400	1	7002015	7004894	-
gene:GLYMA_01G054500	1	7017265	7022863	-
gene:GLYMA_01G054600	1	7023096	7025153	+
gene:GLYMA_01G054700	1	7072113	7074464	+
gene:GLYMA_01G054800	1	7093897	7097567	+
gene:GLYMA_01G054900	1	7108035	7110521	-
gene:GLYMA_01G055000	1	7113117	7115770	-
gene:GLYMA_01G055100	1	7122525	7123323	+
gene:GLYMA_01G055200	1	7147570	7149067	-
gene:GLYMA_01G055300	1	7150244	7159553	-
gene:GLYMA_01G055400	1	7165678	7167174	-
gene:GLYMA_01G055500	1	7168367	7171683	-
gene:GLYMA_01G055600	1	7178083	7180147	-
gene:GLYMA_01G055700	1	7212719	7214922	-
gene:GLYMA_01G055800	1	7221416	7222744	-
gene:GLYMA_01G055900	1	7228693	7231351	+
gene:GLYMA_01G056000	1	7231999	7235244	-
gene:GLYMA_01G056100	1	7235777	7238343	-
gene:GLYMA_01G056200	1	7266581	7268146	+
gene:GLYMA_01G056300	1	7269225	7273861	-
gene:GLYMA_01G056400	1	7300791	7302992	-
gene:GLYMA_01G056500	1	7305811	7309451	-
gene:GLYMA_01G056600	1	7338640	7340052	-
gene:GLYMA_01G056700	1	7345846	7346070	+
gene:GLYMA_01G056800	1	7371198	7379188	+
gene:GLYMA_01G056900	1	7386180	7388755	-
gene:GLYMA_01G057000	1	7410559	7412709	+
gene:GLYMA_01G057100	1	7507611	7510385	-
gene:GLYMA_01G057200	1	7525703	7533850	-
gene:GLYMA_01G057300	1	7537464	7539817	-
gene:GLYMA_01G057400	1	7574367	7578581	+
gene:GLYMA_01G057500	1	7590837	7598362	+
gene:GLYMA_01G057600	1	7601173	7603134	-
gene:GLYMA_01G057700	1	7604407	7609488	+
gene:GLYMA_01G057800	1	7616115	7620132	+
gene:GLYMA_01G057900	1	7634185	7637147	-
gene:GLYMA_01G058000	1	7642485	7646277	+
gene:GLYMA_01G058100	1	7650228	7650476	-
gene:GLYMA_01G058200	1	7651327	7655874	-
gene:GLYMA_01G058300	1	7673838	7676281	+
gene:GLYMA_01G058400	1	7685939	7692724	-
gene:GLYMA_01G058500	1	7722265	7728511	-
gene:GLYMA_01G058600	1	7754927	7755389	-
gene:GLYMA_01G058700	1	7774549	7777396	-
gene:GLYMA_01G058800	1	7783981	7784431	+
gene:GLYMA_01G058900	1	7789968	7790201	-
gene:GLYMA_01G059000	1	7790857	7792847	-
gene:GLYMA_01G059100	1	7805843	7809582	+
gene:GLYMA_01G059200	1	7809918	7815321	-
gene:GLYMA_01G059300	1	7822613	7823026	-
gene:GLYMA_01G059400	1	7832908	7834120	-
gene:GLYMA_01G059500	1	7834669	7835570	-
gene:GLYMA_01G059600	1	7880023	7882351	-
gene:GLYMA_01G059700	1	7890955	7892527	+
gene:GLYMA_01G059800	1	7923076	7927660	+
gene:GLYMA_01G059900	1	7995614	8000555	+
gene:GLYMA_01G060000	1	8091298	8092694	+
gene:GLYMA_01G060100	1	8107761	8108300	+
gene:GLYMA_01G060200	1	8113871	8119631	+
gene:GLYMA_01G060300	1	8127582	8132640	+
gene:GLYMA_01G060400	1	8231077	8232782	-
gene:GLYMA_01G060500	1	8319096	8320716	-
gene:GLYMA_01G060600	1	8329287	8330293	-
gene:GLYMA_01G060700	1	8369863	8389521	+
gene:GLYMA_01G060800	1	8384174	8388560	+
gene:GLYMA_01G060900	1	8393362	8396017	+
gene:GLYMA_01G061000	1	8397419	8398861	+
gene:GLYMA_01G061100	1	8436335	8438675	+
gene:GLYMA_01G061200	1	8450549	8450870	-
gene:GLYMA_01G061300	1	8451648	8452296	-
gene:GLYMA_01G061400	1	8459276	8460663	+
gene:GLYMA_01G061500	1	8475357	8504398	+
gene:GLYMA_01G061600	1	8485070	8486680	-
gene:GLYMA_01G061700	1	8519069	8527465	+
gene:GLYMA_01G061800	1	8532373	8535077	-
gene:GLYMA_01G061900	1	8561723	8563024	+
gene:GLYMA_01G062000	1	8618076	8623564	+
gene:GLYMA_01G062100	1	8627176	8631264	-
gene:GLYMA_01G062200	1	8632263	8635842	+
gene:GLYMA_01G062300	1	8637396	8642357	-
gene:GLYMA_01G062400	1	8714119	8719741	+
gene:GLYMA_01G062500	1	8770322	8771715	-
gene:GLYMA_01G062600	1	8790495	8791774	+
gene:GLYMA_01G062700	1	8835683	8836129	-
gene:GLYMA_01G062800	1	8838772	8840343	+
gene:GLYMA_01G062900	1	8885316	8889671	+
gene:GLYMA_01G063000	1	8921298	8924709	+
gene:GLYMA_01G063100	1	8957074	8960268	-
gene:GLYMA_01G063200	1	8997438	8998597	+
gene:GLYMA_01G063300	1	9026588	9028080	+
gene:GLYMA_01G063400	1	9046661	9047458	-
gene:GLYMA_01G063500	1	9065973	9068258	+
gene:GLYMA_01G063600	1	9070279	9090635	-
gene:GLYMA_01G063700	1	9099429	9105345	-
gene:GLYMA_01G063800	1	9223274	9225348	-
gene:GLYMA_01G063900	1	9248318	9248605	+
gene:GLYMA_01G064000	1	9261065	9262868	+
gene:GLYMA_01G064100	1	9380928	9394254	+
gene:GLYMA_01G0642002	1	9496107	9496662	+
gene:GLYMA_01G0642001	1	9497939	9500657	+
gene:GLYMA_01G064300	1	9575621	9579344	+
gene:GLYMA_01G064400	1	9624961	9631570	-
gene:GLYMA_01G064500	1	9686112	9687201	-
gene:GLYMA_01G064600	1	9691823	9695967	-
gene:GLYMA_01G064700	1	9824602	9825342	+
gene:GLYMA_01G064800	1	9894560	9895154	+
gene:GLYMA_01G064900	1	9962820	9968245	+
gene:GLYMA_01G065000	1	9996063	9998252	+
gene:GLYMA_01G065100	1	10028909	10034668	+
gene:GLYMA_01G065200	1	10049643	10051324	-
gene:GLYMA_01G065300	1	10052428	10068760	-
gene:GLYMA_01G065400	1	10070740	10076358	-
gene:GLYMA_01G065500	1	10080759	10085887	+
gene:GLYMA_01G065600	1	10100394	10108404	+
gene:GLYMA_01G065700	1	10106380	10108121	-
gene:GLYMA_01G065800	1	10135311	10140529	+
gene:GLYMA_01G065900	1	10184639	10184848	-
gene:GLYMA_01G066000	1	10191246	10193108	-
gene:GLYMA_01G066100	1	10337068	10338889	-
gene:GLYMA_01G066200	1	10383572	10384326	-
gene:GLYMA_01G066300	1	10403999	10405863	-
gene:GLYMA_01G066400	1	10418486	10420607	-
gene:GLYMA_01G066500	1	10550887	10556253	+
gene:GLYMA_01G066600	1	10623940	10629544	-
gene:GLYMA_01G066700	1	10647632	10648614	+
gene:GLYMA_01G066800	1	10650262	10650617	-
gene:GLYMA_01G066900	1	10760980	10762035	-
gene:GLYMA_01G067000	1	10810387	10813383	+
gene:GLYMA_01G067100	1	10917771	10920690	+
gene:GLYMA_01G067200	1	10956610	10960136	-
gene:GLYMA_01G067300	1	10970241	10973414	+
gene:GLYMA_01G067400	1	10986761	10987729	+
gene:GLYMA_01G067500	1	11025006	11025385	+
gene:GLYMA_01G067600	1	11026341	11029542	-
gene:GLYMA_01G067700	1	11103294	11104972	-
gene:GLYMA_01G067800	1	11213067	11214766	+
gene:GLYMA_01G067900	1	11249529	11256939	-
gene:GLYMA_01G068000	1	11288738	11297869	+
gene:GLYMA_01G068100	1	11335559	11337504	-
gene:GLYMA_01G068200	1	11346296	11349027	+
gene:GLYMA_01G068300	1	11379140	11380844	+
gene:GLYMA_01G068400	1	11399522	11399782	-
gene:GLYMA_01G068500	1	11402860	11405432	+
gene:GLYMA_01G068600	1	11500572	11504253	-
gene:GLYMA_01G068700	1	11504351	11504998	-
gene:GLYMA_01G068800	1	11533028	11539379	+
gene:GLYMA_01G068900	1	11564948	11567377	+
gene:GLYMA_01G069000	1	11591579	11592257	+
gene:GLYMA_01G069100	1	11596633	11597523	+
gene:GLYMA_01G069200	1	11644942	11645459	-
gene:GLYMA_01G069300	1	11711747	11712782	+
gene:GLYMA_01G069400	1	11723968	11725079	-
gene:GLYMA_01G069500	1	11731923	11737927	+
gene:GLYMA_01G069600	1	11739592	11741225	+
gene:GLYMA_01G069700	1	11774848	11775318	-
gene:GLYMA_01G069800	1	11786993	11788006	+
gene:GLYMA_01G069900	1	11919484	11920076	+
gene:GLYMA_01G070000	1	11957903	11958314	-
gene:GLYMA_01G070100	1	11974212	11975335	-
gene:GLYMA_01G070200	1	12014784	12021265	+
gene:GLYMA_01G070300	1	12043942	12055600	+
gene:GLYMA_01G070400	1	12565120	12574310	+
gene:GLYMA_01G070500	1	12566402	12569287	+
gene:GLYMA_01G070600	1	12583618	12590469	+
gene:GLYMA_01G070700	1	12624555	12626877	-
gene:GLYMA_01G070800	1	12633252	12633672	-
gene:GLYMA_01G070900	1	12633908	12634417	-
gene:GLYMA_01G071000	1	12779638	12781015	+
gene:GLYMA_01G071100	1	12795347	12796996	+
gene:GLYMA_01G071200	1	12797994	12800081	+
gene:GLYMA_01G071300	1	12899195	12902071	+
gene:GLYMA_01G071400	1	12900286	12900538	+
gene:GLYMA_01G071500	1	12904577	12908384	-
gene:GLYMA_01G071600	1	12905293	12905445	-
gene:GLYMA_01G071700	1	12950811	12956026	+
gene:GLYMA_01G071800	1	13043688	13045222	-
gene:GLYMA_01G071900	1	13080584	13081005	-
gene:GLYMA_01G072000	1	13103802	13106085	-
gene:GLYMA_01G072100	1	13130199	13135654	-
gene:GLYMA_01G072200	1	13295852	13299564	-
gene:GLYMA_01G072300	1	13341778	13344853	-
gene:GLYMA_01G072400	1	13344929	13357815	-
gene:GLYMA_01G072500	1	13391747	13392818	+
gene:GLYMA_01G072600	1	13398591	13403356	+
gene:GLYMA_01G072700	1	13438726	13439823	+
gene:GLYMA_01G072800	1	13441690	13443203	+
gene:GLYMA_01G072900	1	13455686	13456887	+
gene:GLYMA_01G073000	1	13457220	13463073	+
gene:GLYMA_01G073100	1	13466522	13467145	-
gene:GLYMA_01G073200	1	13868866	13874760	-
gene:GLYMA_01G073300	1	14035972	14036303	+
gene:GLYMA_01G073400	1	14046341	14097633	-
gene:GLYMA_01G073500	1	14194691	14207982	+
gene:GLYMA_01G073600	1	14209213	14211340	-
gene:GLYMA_01G073700	1	14446411	14448213	-
gene:GLYMA_01G073800	1	14448653	14450534	-
gene:GLYMA_01G073900	1	14564770	14565756	+
gene:GLYMA_01G074000	1	14637737	14679020	+
gene:GLYMA_01G074100	1	14759247	14760013	-
gene:GLYMA_01G074200	1	14771645	14772739	-
gene:GLYMA_01G074300	1	14777422	14777816	+
gene:GLYMA_01G074400	1	15356546	15371784	+
gene:GLYMA_01G074500	1	15367893	15376232	-
gene:GLYMA_01G074600	1	15586842	15589339	+
gene:GLYMA_01G074700	1	16519712	16547302	+
gene:GLYMA_01G074800	1	16554975	16558858	-
gene:GLYMA_01G074900	1	16595728	16598220	-
gene:GLYMA_01G075000	1	16645630	16648936	+
gene:GLYMA_01G075100	1	16817206	16817747	+
gene:GLYMA_01G075200	1	16827395	16828321	+
gene:GLYMA_01G075300	1	16835215	16837297	+
gene:GLYMA_01G075400	1	16872442	16890182	+
gene:GLYMA_01G075500	1	16908818	16909557	+
gene:GLYMA_01G075600	1	17024109	17025126	+
gene:GLYMA_01G075700	1	17033809	17034514	+
gene:GLYMA_01G075800	1	17042561	17049552	+
gene:GLYMA_01G075900	1	17154114	17157080	-
gene:GLYMA_01G076000	1	17211826	17212063	+
gene:GLYMA_01G076100	1	17473117	17483217	+
gene:GLYMA_01G076200	1	17776101	17777400	+
gene:GLYMA_01G076300	1	17995677	17996623	-
gene:GLYMA_01G076400	1	18069356	18069964	+
gene:GLYMA_01G076500	1	18073653	18077662	-
gene:GLYMA_01G076600	1	18081684	18082274	-
gene:GLYMA_01G076700	1	18145637	18146630	+
gene:GLYMA_01G076800	1	18234389	18234811	-
gene:GLYMA_01G076900	1	18297336	18303352	+
gene:GLYMA_01G077000	1	18542434	18544679	+
gene:GLYMA_01G077100	1	18734426	18736452	-
gene:GLYMA_01G077200	1	18744645	18756315	+
gene:GLYMA_01G077300	1	18838154	18856486	+
gene:GLYMA_01G077400	1	18975540	19009104	-
gene:GLYMA_01G077500	1	18984500	18987754	-
gene:GLYMA_01G077600	1	19217725	19224854	+
gene:GLYMA_01G077700	1	19513501	19516033	+
gene:GLYMA_01G077800	1	19661969	19662338	+
gene:GLYMA_01G077900	1	19662835	19664099	-
gene:GLYMA_01G078000	1	19734563	19737043	-
gene:GLYMA_01G078100	1	19802596	19804273	-
gene:GLYMA_01G078200	1	19949314	19950496	-
gene:GLYMA_01G078300	1	19989799	19992534	+
gene:GLYMA_01G078400	1	20104887	20107326	-
gene:GLYMA_01G078500	1	20179857	20184823	-
gene:GLYMA_01G078600	1	20387096	20389896	+
gene:GLYMA_01G078700	1	20438450	20438632	+
gene:GLYMA_01G078800	1	20580914	20581819	+
gene:GLYMA_01G078900	1	20583041	20584012	-
gene:GLYMA_01G079000	1	20609817	20610507	-
gene:GLYMA_01G079100	1	20632903	20639853	-
gene:GLYMA_01G079200	1	20644116	20646844	-
gene:GLYMA_01G079300	1	20705710	20713529	-
gene:GLYMA_01G0794002	1	20725325	20725403	+
gene:GLYMA_01G0794001	1	20725599	20726141	+
gene:GLYMA_01G079500	1	20974073	20977468	-
gene:GLYMA_01G079600	1	21210720	21211996	-
gene:GLYMA_01G079700	1	21213009	21213251	-
gene:GLYMA_01G079800	1	21339978	21342947	+
gene:GLYMA_01G079900	1	21711344	21712781	+
gene:GLYMA_01G080000	1	21783319	21785011	-
gene:GLYMA_01G080100	1	21815164	21818872	+
gene:GLYMA_01G080200	1	21841264	21844726	-
gene:GLYMA_01G080300	1	21959514	21961696	-
gene:GLYMA_01G080400	1	22123392	22126497	+
gene:GLYMA_01G080500	1	22445624	22447180	+
gene:GLYMA_01G080600	1	22689191	22695321	+
gene:GLYMA_01G080700	1	22854910	22870643	+
gene:GLYMA_01G080800	1	23009427	23010166	+
gene:GLYMA_01G080900	1	23042603	23046475	-
gene:GLYMA_01G081000	1	23133043	23133621	-
gene:GLYMA_01G081100	1	23302523	23305199	+
gene:GLYMA_01G081200	1	23324133	23324471	-
gene:GLYMA_01G081300	1	23397460	23402672	-
gene:GLYMA_01G081400	1	23592152	23594036	+
gene:GLYMA_01G081500	1	23600207	23609665	+
gene:GLYMA_01G081600	1	23676023	23681576	+
gene:GLYMA_01G081700	1	23698304	23701695	+
gene:GLYMA_01G081800	1	23778712	23780786	-
gene:GLYMA_01G0819002	1	23798025	23800434	+
gene:GLYMA_01G0819001	1	23812702	23813196	+
gene:GLYMA_01G082000	1	23857368	23860794	-
gene:GLYMA_01G082100	1	23864398	23864787	-
gene:GLYMA_01G082200	1	23955854	23964480	+
gene:GLYMA_01G082300	1	24000514	24000783	-
gene:GLYMA_01G082400	1	24015137	24018489	+
gene:GLYMA_01G082500	1	24022105	24024453	+
gene:GLYMA_01G082600	1	24025275	24026869	+
gene:GLYMA_01G082700	1	24095520	24103250	+
gene:GLYMA_01G082800	1	24103271	24104754	+
gene:GLYMA_01G082900	1	24105620	24105802	+
gene:GLYMA_01G083000	1	24166910	24169387	+
gene:GLYMA_01G083100	1	24170049	24172107	-
gene:GLYMA_01G083200	1	24239057	24243237	+
gene:GLYMA_01G083300	1	24262811	24268815	-
gene:GLYMA_01G083400	1	24322570	24326002	+
gene:GLYMA_01G083500	1	24329863	24330357	+
gene:GLYMA_01G083600	1	24360265	24361612	-
gene:GLYMA_01G083700	1	24494299	24499370	+
gene:GLYMA_01G083800	1	24502354	24503303	-
gene:GLYMA_01G083900	1	24562348	24563486	-
gene:GLYMA_01G084000	1	24655359	24657653	+
gene:GLYMA_01G084100	1	24679206	24679853	-
gene:GLYMA_01G084200	1	24682089	24688981	-
gene:GLYMA_01G084300	1	24810451	24813926	-
gene:GLYMA_01G084400	1	24813975	24821352	-
gene:GLYMA_01G084500	1	24832483	24844058	-
gene:GLYMA_01G084600	1	24993684	24996013	-
gene:GLYMA_01G084700	1	25047588	25051334	-
gene:GLYMA_01G084800	1	25124181	25128488	-
gene:GLYMA_01G084900	1	25141672	25146237	-
gene:GLYMA_01G085000	1	25185993	25186578	-
gene:GLYMA_01G085100	1	25190530	25191039	+
gene:GLYMA_01G085200	1	25197290	25199986	-
gene:GLYMA_01G085300	1	25200830	25202333	+
gene:GLYMA_01G085400	1	25231530	25245899	+
gene:GLYMA_01G085500	1	25256533	25259198	-
gene:GLYMA_01G085600	1	25274635	25277191	+
gene:GLYMA_01G085700	1	25343208	25345580	+
gene:GLYMA_01G085800	1	25378074	25380736	+
gene:GLYMA_01G085900	1	25396402	25397758	-
gene:GLYMA_01G086000	1	25495513	25504014	-
gene:GLYMA_01G086100	1	25515292	25517276	-
gene:GLYMA_01G086200	1	25575389	25580901	-
gene:GLYMA_01G086300	1	25599893	25602460	+
gene:GLYMA_01G086400	1	25604500	25609630	+
gene:GLYMA_01G086500	1	25617180	25621544	-
gene:GLYMA_01G0866002	1	25671651	25688055	-
gene:GLYMA_01G0866001	1	25701810	25706082	-
gene:GLYMA_01G086700	1	25842073	25844689	-
gene:GLYMA_01G086800	1	26113784	26115789	+
gene:GLYMA_01G086900	1	26202436	26203703	-
gene:GLYMA_01G087000	1	26205090	26210292	-
gene:GLYMA_01G087100	1	26240964	26243645	-
gene:GLYMA_01G087200	1	26272253	26273218	+
gene:GLYMA_01G087300	1	26287353	26287913	-
gene:GLYMA_01G087400	1	26297806	26300352	-
gene:GLYMA_01G087500	1	26422818	26424641	-
gene:GLYMA_01G087600	1	26539050	26542877	-
gene:GLYMA_01G087700	1	26564745	26577288	-
gene:GLYMA_01G087800	1	26610519	26612550	+
gene:GLYMA_01G087900	1	26647880	26654149	+
gene:GLYMA_01G088000	1	26665013	26665912	+
gene:GLYMA_01G088100	1	26680111	26681801	+
gene:GLYMA_01G088200	1	26695845	26702073	-
gene:GLYMA_01G088300	1	26796323	26800433	-
gene:GLYMA_01G088400	1	26851827	26854065	+
gene:GLYMA_01G088500	1	26852800	26854227	-
gene:GLYMA_01G088600	1	26861896	26862156	-
gene:GLYMA_01G088700	1	26863926	26874212	-
gene:GLYMA_01G088800	1	26875720	26877914	-
gene:GLYMA_01G088900	1	26879109	26880092	-
gene:GLYMA_01G089000	1	26983669	26996879	-
gene:GLYMA_01G089100	1	27005485	27010251	+
gene:GLYMA_01G089200	1	27011536	27012893	+
gene:GLYMA_01G089300	1	27014089	27023556	-
gene:GLYMA_01G089400	1	27036211	27041073	-
gene:GLYMA_01G089500	1	27061882	27067990	-
gene:GLYMA_01G089600	1	27107351	27108699	-
gene:GLYMA_01G089700	1	27110314	27113661	-
gene:GLYMA_01G089800	1	27170574	27175277	+
gene:GLYMA_01G089900	1	27179090	27185466	-
gene:GLYMA_01G090000	1	27227348	27228024	+
gene:GLYMA_01G090100	1	27238164	27243891	+
gene:GLYMA_01G090200	1	27248421	27251251	+
gene:GLYMA_01G090300	1	27276310	27277086	-
gene:GLYMA_01G090400	1	27317995	27319227	+
gene:GLYMA_01G090500	1	27381969	27383013	-
gene:GLYMA_01G090600	1	27393225	27394569	+
gene:GLYMA_01G090700	1	27399934	27401258	-
gene:GLYMA_01G090800	1	27436716	27440106	+
gene:GLYMA_01G090900	1	27457902	27459497	-
gene:GLYMA_01G091000	1	27462525	27476634	+
gene:GLYMA_01G091100	1	27547569	27553436	+
gene:GLYMA_01G091200	1	27563454	27564930	-
gene:GLYMA_01G091300	1	27619051	27619990	+
gene:GLYMA_01G091400	1	27621226	27623399	-
gene:GLYMA_01G091500	1	27702081	27702486	-
gene:GLYMA_01G091600	1	27741928	27745099	+
gene:GLYMA_01G091700	1	27768282	27770868	-
gene:GLYMA_01G091800	1	27867321	27873952	+
gene:GLYMA_01G091900	1	27892476	27893782	-
gene:GLYMA_01G092000	1	27894130	27894578	-
gene:GLYMA_01G092100	1	27895594	27899894	+
gene:GLYMA_01G092200	1	27900005	27900942	-
gene:GLYMA_01G092300	1	27944192	27945565	-
gene:GLYMA_01G092400	1	27946044	27957290	-
gene:GLYMA_01G092500	1	27984661	27985198	-
gene:GLYMA_01G092600	1	27985933	27986227	-
gene:GLYMA_01G092700	1	28004036	28005185	+
gene:GLYMA_01G092800	1	28006974	28025324	+
gene:GLYMA_01G092900	1	28040091	28049057	+
gene:GLYMA_01G093000	1	28135636	28139731	+
gene:GLYMA_01G0931002	1	28173576	28173601	-
gene:GLYMA_01G0931001	1	28173818	28178976	-
gene:GLYMA_01G093200	1	28284522	28302415	-
gene:GLYMA_01G093300	1	28290475	28292745	+
gene:GLYMA_01G093400	1	28318678	28322365	-
gene:GLYMA_01G093500	1	28330498	28331977	+
gene:GLYMA_01G093600	1	28428965	28434199	+
gene:GLYMA_01G093700	1	28475809	28478003	-
gene:GLYMA_01G093800	1	28565871	28566637	+
gene:GLYMA_01G093900	1	28612861	28636974	-
gene:GLYMA_01G094000	1	28682887	28693887	-
gene:GLYMA_01G094100	1	28759681	28766216	+
gene:GLYMA_01G094200	1	28799316	28809474	+
gene:GLYMA_01G094300	1	28817038	28818387	-
gene:GLYMA_01G094400	1	29061556	29063625	-
gene:GLYMA_01G094500	1	29083873	29085668	+
gene:GLYMA_01G094600	1	29133592	29135479	+
gene:GLYMA_01G094700	1	29197452	29198697	-
gene:GLYMA_01G094800	1	29243723	29260732	+
gene:GLYMA_01G094900	1	29284963	29291597	+
gene:GLYMA_01G095000	1	29302230	29303550	+
gene:GLYMA_01G095100	1	29532657	29536475	+
gene:GLYMA_01G095200	1	29547826	29548565	+
gene:GLYMA_01G095300	1	29549287	29550213	+
gene:GLYMA_01G095400	1	29729948	29733772	+
gene:GLYMA_01G095500	1	29735075	29737470	+
gene:GLYMA_01G095600	1	29876570	29877616	-
gene:GLYMA_01G095700	1	29950341	29953529	+
gene:GLYMA_01G095800	1	30020446	30021726	+
gene:GLYMA_01G095900	1	30191101	30191393	+
gene:GLYMA_01G096000	1	30430951	30433513	-
gene:GLYMA_01G096100	1	30566583	30566951	+
gene:GLYMA_01G096200	1	30592165	30593049	+
gene:GLYMA_01G096300	1	30959146	30965151	-
gene:GLYMA_01G096400	1	31299146	31299988	+
gene:GLYMA_01G096500	1	31300203	31300343	-
gene:GLYMA_01G096600	1	31363405	31366298	+
gene:GLYMA_01G096700	1	31374738	31379972	+
gene:GLYMA_01G096800	1	31515610	31517486	+
gene:GLYMA_01G096900	1	31531277	31534446	+
gene:GLYMA_01G097000	1	31566040	31567349	-
gene:GLYMA_01G097100	1	31751235	31754840	-
gene:GLYMA_01G097200	1	32004551	32010292	-
gene:GLYMA_01G097300	1	32010803	32016818	+
gene:GLYMA_01G097400	1	32025010	32033997	-
gene:GLYMA_01G097500	1	32102861	32111490	-
gene:GLYMA_01G097600	1	32104781	32106056	+
gene:GLYMA_01G097700	1	32128873	32132485	+
gene:GLYMA_01G097800	1	32279814	32280750	+
gene:GLYMA_01G097900	1	32298623	32301534	-
gene:GLYMA_01G098000	1	32569597	32573264	-
gene:GLYMA_01G098100	1	32571680	32571938	+
gene:GLYMA_01G098200	1	32659609	32661787	+
gene:GLYMA_01G098300	1	32700313	32702482	+
gene:GLYMA_01G098400	1	32702896	32706808	-
gene:GLYMA_01G098500	1	32739977	32740201	-
gene:GLYMA_01G098600	1	32811414	32811725	-
gene:GLYMA_01G098700	1	32880851	32884268	-
gene:GLYMA_01G098800	1	32932125	32933012	-
gene:GLYMA_01G098900	1	32956281	32956538	-
gene:GLYMA_01G099000	1	32997473	33003559	+
gene:GLYMA_01G099100	1	33016999	33023611	+
gene:GLYMA_01G099200	1	33031654	33033363	+
gene:GLYMA_01G099300	1	33035348	33035848	+
gene:GLYMA_01G099400	1	33089443	33089834	-
gene:GLYMA_01G099500	1	33092353	33092787	+
gene:GLYMA_01G099600	1	33115614	33125497	-
gene:GLYMA_01G099700	1	33208640	33217534	+
gene:GLYMA_01G099800	1	33260879	33274055	+
gene:GLYMA_01G099900	1	33281255	33282201	+
gene:GLYMA_01G100000	1	33324860	33327018	+
gene:GLYMA_01G100100	1	33329597	33332265	-
gene:GLYMA_01G100200	1	33362956	33368579	-
gene:GLYMA_01G100300	1	33372275	33373541	+
gene:GLYMA_01G100400	1	33373609	33374899	+
gene:GLYMA_01G100500	1	33376590	33377622	+
gene:GLYMA_01G100600	1	33380422	33383303	-
gene:GLYMA_01G100700	1	33442788	33448248	+
gene:GLYMA_01G100800	1	33497033	33498481	-
gene:GLYMA_01G100900	1	33500413	33509647	+
gene:GLYMA_01G101000	1	33518695	33521797	-
gene:GLYMA_01G101100	1	33585472	33587538	+
gene:GLYMA_01G101200	1	33599696	33600232	-
gene:GLYMA_01G101300	1	33700224	33701269	+
gene:GLYMA_01G101400	1	33715289	33716033	-
gene:GLYMA_01G101500	1	33788786	33790032	+
gene:GLYMA_01G101600	1	33858121	33858554	-
gene:GLYMA_01G101700	1	33873412	33874608	+
gene:GLYMA_01G101800	1	33903460	33905135	+
gene:GLYMA_01G101900	1	33909043	33910191	-
gene:GLYMA_01G102000	1	33911505	33912344	-
gene:GLYMA_01G102100	1	33984605	33989703	+
gene:GLYMA_01G102200	1	34079799	34084408	+
gene:GLYMA_01G102300	1	34095709	34097217	+
gene:GLYMA_01G102400	1	34111215	34115054	-
gene:GLYMA_01G102500	1	34131955	34133696	+
gene:GLYMA_01G102600	1	34164743	34168253	+
gene:GLYMA_01G102700	1	34168848	34169153	+
gene:GLYMA_01G102800	1	34322860	34327051	-
gene:GLYMA_01G102900	1	34337791	34343121	+
gene:GLYMA_01G103000	1	34364348	34365028	+
gene:GLYMA_01G103100	1	34422008	34427984	-
gene:GLYMA_01G103200	1	34459019	34462915	-
gene:GLYMA_01G103300	1	34461196	34461594	+
gene:GLYMA_01G103400	1	34476862	34477409	+
gene:GLYMA_01G103500	1	34600651	34605440	-
gene:GLYMA_01G103600	1	34675697	34678669	-
gene:GLYMA_01G103700	1	34681801	34683828	+
gene:GLYMA_01G103800	1	34756185	34757159	-
gene:GLYMA_01G103900	1	34760707	34761652	+
gene:GLYMA_01G104000	1	35075110	35075972	+
gene:GLYMA_01G104100	1	35076490	35085025	-
gene:GLYMA_01G104200	1	35104008	35110820	-
gene:GLYMA_01G104300	1	35134591	35135551	-
gene:GLYMA_01G104400	1	35213979	35214496	-
gene:GLYMA_01G104500	1	35231566	35236320	+
gene:GLYMA_01G104600	1	35249528	35254222	-
gene:GLYMA_01G104700	1	35267179	35269699	-
gene:GLYMA_01G104800	1	35324487	35326866	+
gene:GLYMA_01G104900	1	35327496	35328061	+
gene:GLYMA_01G105000	1	35390290	35396821	-
gene:GLYMA_01G105100	1	35468085	35469740	+
gene:GLYMA_01G105200	1	35508341	35508843	+
gene:GLYMA_01G105300	1	35567905	35568631	+
gene:GLYMA_01G105400	1	35602773	35603567	+
gene:GLYMA_01G105500	1	35644838	35653074	+
gene:GLYMA_01G105600	1	35687457	35690187	+
gene:GLYMA_01G105700	1	35692545	35693362	-
gene:GLYMA_01G105800	1	35702338	35703624	-
gene:GLYMA_01G105900	1	35707676	35715194	-
gene:GLYMA_01G106000	1	35856268	35858442	+
gene:GLYMA_01G106100	1	35880778	35882807	+
gene:GLYMA_01G106200	1	35917805	35919549	-
gene:GLYMA_01G106300	1	35961275	35964589	+
gene:GLYMA_01G106400	1	36051359	36052527	-
gene:GLYMA_01G106500	1	36102781	36105196	+
gene:GLYMA_01G106600	1	36200069	36210433	+
gene:GLYMA_01G106700	1	36294907	36295506	-
gene:GLYMA_01G106800	1	36419427	36421903	-
gene:GLYMA_01G106900	1	36500018	36504636	-
