Gene1	Gene2	Gene1_name	Gene2_name	Family_ID	Chromosome	Genes_Apart	Distance_bp	Strand1	Strand2	Same_Orientation
KRH25458	KRH25468	GLYMA_12G104500	GLYMA_12G105400	3	12	6	129644	+	+	True
KRH25459	KRH25461	GLYMA_12G104600	GLYMA_12G104800	3	12	2	15323	+	+	True
KRH25459	KRH25467	GLYMA_12G104600	GLYMA_12G105300	3	12	4	53078	+	+	True
KRH25459	KRH25468	GLYMA_12G104600	GLYMA_12G105400	3	12	5	108282	+	+	True
KRH25461	KRH25467	GLYMA_12G104800	GLYMA_12G105300	3	12	2	37755	+	+	True
KRH25461	KRH25468	GLYMA_12G104800	GLYMA_12G105400	3	12	3	92959	+	+	True
KRH25461	KRH25478	GLYMA_12G104800	GLYMA_12G106400	3	12	10	214710	+	-	False
KRH25467	KRH25468	GLYMA_12G105300	GLYMA_12G105400	3	12	1	55204	+	+	True
KRH25467	KRH25478	GLYMA_12G105300	GLYMA_12G106400	3	12	8	176955	+	-	False
KRH25468	KRH25478	GLYMA_12G105400	GLYMA_12G106400	3	12	7	121751	+	-	False
KRH26874	KRH26875	GLYMA_12G199100	GLYMA_12G199200	3	12	1	17465	+	+	True
KRH26874	KRH26879	GLYMA_12G199100	GLYMA_12G199600	3	12	5	62624	+	-	False
KRH26875	KRH26879	GLYMA_12G199200	GLYMA_12G199600	3	12	4	45159	+	-	False
KRH18107	KRH18112	GLYMA_13G038100	GLYMA_13G038500	3	13	4	102175	-	-	True
KRH22242	KRH22243	GLYMA_13G287700	GLYMA_13G287800	3	13	1	6329	+	+	True
KRH22467	KRH22480	GLYMA_13G302400	GLYMA_13G303100	3	13	6	60004	-	-	True
KRH22467	KRH22481	GLYMA_13G302400	GLYMA_13G303200	3	13	7	67648	-	-	True
KRH22480	KRH22481	GLYMA_13G303100	GLYMA_13G303200	3	13	1	7644	-	-	True
KRH15479	KRH15488	GLYMA_14G090900	GLYMA_14G091500	3	14	6	173197	-	+	False
KRH06175	KRH06177	GLYMA_16G007100	GLYMA_16G007200	3	16	1	10960	+	+	True
KRH01207	KRH01212	GLYMA_18G261400	GLYMA_18G261700	3	18	2	24629	+	-	False
KRH01207	KRH01217	GLYMA_18G261400	GLYMA_18G262000	3	18	5	48877	+	-	False
KRH01212	KRH01217	GLYMA_18G261700	GLYMA_18G262000	3	18	3	24248	-	-	True
KRH01378	KRH01379	GLYMA_18G273300	GLYMA_18G273400	3	18	1	4378	+	+	True
KRG93563	KRG93566	GLYMA_19G024700	GLYMA_19G025000	3	19	3	118063	+	+	True
KRG94086	KRG94090	GLYMA_19G061300	GLYMA_19G0616002	3	19	2	51909	-	-	True
KRG94086	KRG94092	GLYMA_19G061300	GLYMA_19G0616001	3	19	3	56920	-	-	True
KRG94090	KRG94092	GLYMA_19G0616002	GLYMA_19G0616001	3	19	1	5011	-	-	True
KRG94424	KRG94429	GLYMA_19G083700	GLYMA_19G084000	3	19	2	79146	+	+	True
KRG96561	KRG96563	GLYMA_19G218800	GLYMA_19G219000	3	19	1	8949	-	-	True
KRH70776	KRH70777	GLYMA_02G110000	GLYMA_02G110100	3	2	1	35894	+	+	True
KRH70776	KRH70778	GLYMA_02G110000	GLYMA_02G110200	3	2	2	60722	+	+	True
KRH70777	KRH70778	GLYMA_02G110100	GLYMA_02G110200	3	2	1	24828	+	+	True
KRG89764	KRG89766	GLYMA_20G047400	GLYMA_20G047600	3	20	2	84095	+	-	False
KRG91494	KRG91501	GLYMA_20G157900	GLYMA_20G158100	3	20	2	12611	+	+	True
KRG91990	KRG91991	GLYMA_20G184100	GLYMA_20G184200	3	20	1	10698	-	-	True
KRH68299	KRH68301	GLYMA_03G221700	GLYMA_03G221900	3	3	1	7819	-	-	True
KRH57456	KRH57457	GLYMA_05G0619002	GLYMA_05G0619001	3	5	1	2133	-	-	True
KRH56050	KRH56056	GLYMA_06G299300	GLYMA_06G299900	3	6	5	75454	+	-	False
KRH56050	KRH56057	GLYMA_06G299300	GLYMA_06G300000	3	6	6	95793	+	-	False
KRH56050	KRH56058	GLYMA_06G299300	GLYMA_06G300100	3	6	7	106062	+	-	False
KRH56050	KRH56059	GLYMA_06G299300	GLYMA_06G300200	3	6	8	124162	+	-	False
KRH56050	KRH56060	GLYMA_06G299300	GLYMA_06G300300	3	6	9	133507	+	-	False
KRH56050	KRH56061	GLYMA_06G299300	GLYMA_06G300400	3	6	10	144948	+	-	False
KRH56056	KRH56057	GLYMA_06G299900	GLYMA_06G300000	3	6	1	20339	-	-	True
KRH56056	KRH56058	GLYMA_06G299900	GLYMA_06G300100	3	6	2	30608	-	-	True
KRH56056	KRH56059	GLYMA_06G299900	GLYMA_06G300200	3	6	3	48708	-	-	True
KRH56056	KRH56060	GLYMA_06G299900	GLYMA_06G300300	3	6	4	58053	-	-	True
KRH56056	KRH56061	GLYMA_06G299900	GLYMA_06G300400	3	6	5	69494	-	-	True
KRH56057	KRH56058	GLYMA_06G300000	GLYMA_06G300100	3	6	1	10269	-	-	True
KRH56057	KRH56059	GLYMA_06G300000	GLYMA_06G300200	3	6	2	28369	-	-	True
KRH56057	KRH56060	GLYMA_06G300000	GLYMA_06G300300	3	6	3	37714	-	-	True
KRH56057	KRH56061	GLYMA_06G300000	GLYMA_06G300400	3	6	4	49155	-	-	True
KRH56058	KRH56059	GLYMA_06G300100	GLYMA_06G300200	3	6	1	18100	-	-	True
KRH56058	KRH56060	GLYMA_06G300100	GLYMA_06G300300	3	6	2	27445	-	-	True
KRH56058	KRH56061	GLYMA_06G300100	GLYMA_06G300400	3	6	3	38886	-	-	True
KRH56059	KRH56060	GLYMA_06G300200	GLYMA_06G300300	3	6	1	9345	-	-	True
KRH56059	KRH56061	GLYMA_06G300200	GLYMA_06G300400	3	6	2	20786	-	-	True
KRH56060	KRH56061	GLYMA_06G300300	GLYMA_06G300400	3	6	1	11441	-	-	True
KRH47591	KRH47594	GLYMA_07G037700	GLYMA_07G038000	3	7	2	19286	+	+	True
KRH46191	KRH46194	GLYMA_08G317300	GLYMA_08G317600	3	8	3	21327	-	-	True
KRH46191	KRH46196	GLYMA_08G317300	GLYMA_08G317800	3	8	5	32781	-	-	True
KRH46194	KRH46196	GLYMA_08G317600	GLYMA_08G317800	3	8	2	11454	-	-	True
KRH40047	KRH40048	GLYMA_09G234900	GLYMA_09G235000	3	9	1	11194	+	+	True
KRH40047	KRH40049	GLYMA_09G234900	GLYMA_09G235100	3	9	2	22108	+	+	True
KRH40047	KRH40053	GLYMA_09G234900	GLYMA_09G235300	3	9	4	43930	+	+	True
KRH40047	KRH40058	GLYMA_09G234900	GLYMA_09G235600	3	9	6	81279	+	-	False
KRH40048	KRH40049	GLYMA_09G235000	GLYMA_09G235100	3	9	1	10914	+	+	True
KRH40048	KRH40053	GLYMA_09G235000	GLYMA_09G235300	3	9	3	32736	+	+	True
KRH40048	KRH40058	GLYMA_09G235000	GLYMA_09G235600	3	9	5	70085	+	-	False
KRH40049	KRH40053	GLYMA_09G235100	GLYMA_09G235300	3	9	2	21822	+	+	True
KRH40049	KRH40058	GLYMA_09G235100	GLYMA_09G235600	3	9	4	59171	+	-	False
KRH40053	KRH40058	GLYMA_09G235300	GLYMA_09G235600	3	9	2	37349	+	-	False
KRH75296	KRH75297	GLYMA_01G076400	GLYMA_01G076500	4	1	1	4297	+	-	False
KRH75720	KRH75721	GLYMA_01G103800	GLYMA_01G103900	4	1	1	4522	-	+	False
KRH33117	KRH33120	GLYMA_10G101100	GLYMA_10G101300	4	10	2	235348	+	+	True
KRH33514	KRH33515	GLYMA_10G127900	GLYMA_10G128000	4	10	1	5659	+	+	True
KRH30125	KRH30126	GLYMA_11G160700	GLYMA_11G160800	4	11	1	2583	-	-	True
KRH25514	KRH25515	GLYMA_12G108700	GLYMA_12G108800	4	12	1	14122	-	+	False
KRH26089	KRH26095	GLYMA_12G151600	GLYMA_12G152200	4	12	4	159990	-	-	True
KRH26128	KRH26129	GLYMA_12G153300	GLYMA_12G153400	4	12	1	2675	+	+	True
KRH26128	KRH26130	GLYMA_12G153300	GLYMA_12G153500	4	12	2	4690	+	-	False
KRH26129	KRH26130	GLYMA_12G153400	GLYMA_12G153500	4	12	1	2015	+	-	False
KRH26199	KRH26211	GLYMA_12G158700	GLYMA_12G159700	4	12	9	1481267	+	+	True
KRH15766	KRH15767	GLYMA_14G109800	GLYMA_14G109900	4	14	1	4068	+	+	True
KRH15914	KRH15915	GLYMA_14G1189002	GLYMA_14G1189001	4	14	1	1758	-	-	True
KRH16293	KRH16294	GLYMA_14G146500	GLYMA_14G146600	4	14	1	8052	-	+	False
KRH12533	KRH12547	GLYMA_15G177300	GLYMA_15G178200	4	15	9	155260	+	+	True
KRH12919	KRH12920	GLYMA_15G204800	GLYMA_15G204900	4	15	1	36944	-	+	False
KRH12919	KRH12921	GLYMA_15G204800	GLYMA_15G205000	4	15	2	38944	-	-	True
KRH12920	KRH12921	GLYMA_15G204900	GLYMA_15G205000	4	15	1	2000	+	-	False
KRH13008	KRH13009	GLYMA_15G210800	GLYMA_15G210900	4	15	1	8209	-	+	False
KRH13130	KRH13132	GLYMA_15G218100	GLYMA_15G218300	4	15	2	31734	+	-	False
KRH13251	KRH13252	GLYMA_15G225400	GLYMA_15G225500	4	15	1	13591	-	-	True
KRH04976	KRH04977	GLYMA_17G199800	GLYMA_17G199900	4	17	1	2062	+	+	True
KRH04976	KRH04978	GLYMA_17G199800	GLYMA_17G200000	4	17	2	6697	+	+	True
KRH04977	KRH04978	GLYMA_17G199900	GLYMA_17G200000	4	17	1	4635	+	+	True
KRH05158	KRH05159	GLYMA_17G210600	GLYMA_17G210700	4	17	1	3124	-	-	True
KRG99116	KRG99117	GLYMA_18G122200	GLYMA_18G122300	4	18	1	1097	-	-	True
KRG99116	KRG99118	GLYMA_18G122200	GLYMA_18G122400	4	18	2	8548	-	+	False
KRG99117	KRG99118	GLYMA_18G122300	GLYMA_18G122400	4	18	1	7451	-	+	False
KRG99662	KRG99669	GLYMA_18G161300	GLYMA_18G162000	4	18	7	81724	-	-	True
KRG99662	KRG99670	GLYMA_18G161300	GLYMA_18G162100	4	18	8	84452	-	-	True
KRG99669	KRG99670	GLYMA_18G162000	GLYMA_18G162100	4	18	1	2728	-	-	True
KRG99720	KRG99721	GLYMA_18G166100	GLYMA_18G166200	4	18	1	2504	+	+	True
KRG94207	KRG94208	GLYMA_19G068000	GLYMA_19G068100	4	19	1	3617	-	-	True
KRG94207	KRG94209	GLYMA_19G068000	GLYMA_19G068200	4	19	2	12369	-	+	False
KRG94207	KRG94218	GLYMA_19G068000	GLYMA_19G069100	4	19	10	1465572	-	-	True
KRG94208	KRG94209	GLYMA_19G068100	GLYMA_19G068200	4	19	1	8752	-	+	False
KRG94208	KRG94218	GLYMA_19G068100	GLYMA_19G069100	4	19	9	1461955	-	-	True
KRG94209	KRG94218	GLYMA_19G068200	GLYMA_19G069100	4	19	8	1453203	+	-	False
KRG94666	KRG94667	GLYMA_19G100300	GLYMA_19G100400	4	19	1	6007	+	+	True
KRH71590	KRH71591	GLYMA_02G157400	GLYMA_02G157500	4	2	1	3419	-	+	False
KRG89537	KRG89538	GLYMA_20G029900	GLYMA_20G030000	4	20	1	3551	+	+	True
KRG89648	KRG89649	GLYMA_20G037200	GLYMA_20G037300	4	20	1	5395	+	+	True
KRG89648	KRG89655	GLYMA_20G037200	GLYMA_20G037700	4	20	5	229965	+	-	False
KRG89648	KRG89656	GLYMA_20G037200	GLYMA_20G037800	4	20	6	236095	+	-	False
KRG89649	KRG89655	GLYMA_20G037300	GLYMA_20G037700	4	20	4	224570	+	-	False
KRG89649	KRG89656	GLYMA_20G037300	GLYMA_20G037800	4	20	5	230700	+	-	False
KRG89655	KRG89656	GLYMA_20G037700	GLYMA_20G037800	4	20	1	6130	-	-	True
KRG89941	KRG89945	GLYMA_20G057000	GLYMA_20G057400	4	20	3	710502	-	+	False
KRG89990	KRG89991	GLYMA_20G059800	GLYMA_20G059900	4	20	1	4540	+	+	True
KRG89990	KRG90002	GLYMA_20G059800	GLYMA_20G060700	4	20	6	463333	+	-	False
KRG89990	KRG90003	GLYMA_20G059800	GLYMA_20G060800	4	20	7	467002	+	-	False
KRG89991	KRG90002	GLYMA_20G059900	GLYMA_20G060700	4	20	5	458793	+	-	False
KRG89991	KRG90003	GLYMA_20G059900	GLYMA_20G060800	4	20	6	462462	+	-	False
KRG90002	KRG90003	GLYMA_20G060700	GLYMA_20G060800	4	20	1	3669	-	-	True
KRH57617	KRH57618	GLYMA_05G072700	GLYMA_05G072800	4	5	1	6436	-	-	True
KRH57617	KRH57619	GLYMA_05G072700	GLYMA_05G072900	4	5	2	9239	-	-	True
KRH57617	KRH57620	GLYMA_05G072700	GLYMA_05G073000	4	5	3	14575	-	-	True
KRH57618	KRH57619	GLYMA_05G072800	GLYMA_05G072900	4	5	1	2803	-	-	True
KRH57618	KRH57620	GLYMA_05G072800	GLYMA_05G073000	4	5	2	8139	-	-	True
KRH57619	KRH57620	GLYMA_05G072900	GLYMA_05G073000	4	5	1	5336	-	-	True
KRH55038	KRH55039	GLYMA_06G2261002	GLYMA_06G226200	4	6	1	8019	-	-	True
KRH55038	KRH55040	GLYMA_06G2261002	GLYMA_06G226300	4	6	2	20428	-	+	False
KRH55039	KRH55040	GLYMA_06G226200	GLYMA_06G226300	4	6	1	12409	-	+	False
KRH55296	KRH55306	GLYMA_06G243600	GLYMA_06G244600	4	6	10	401947	-	+	False
KRH55707	KRH55708	GLYMA_06G274400	GLYMA_06G274500	4	6	1	8791	+	-	False
KRH55707	KRH55709	GLYMA_06G274400	GLYMA_06G274600	4	6	2	47040	+	+	True
KRH55707	KRH55710	GLYMA_06G274400	GLYMA_06G274700	4	6	3	56778	+	+	True
KRH55707	KRH55711	GLYMA_06G274400	GLYMA_06G274800	4	6	4	58826	+	-	False
KRH55707	KRH55712	GLYMA_06G274400	GLYMA_06G274900	4	6	5	73017	+	-	False
KRH55708	KRH55709	GLYMA_06G274500	GLYMA_06G274600	4	6	1	38249	-	+	False
KRH55708	KRH55710	GLYMA_06G274500	GLYMA_06G274700	4	6	2	47987	-	+	False
KRH55708	KRH55711	GLYMA_06G274500	GLYMA_06G274800	4	6	3	50035	-	-	True
KRH55708	KRH55712	GLYMA_06G274500	GLYMA_06G274900	4	6	4	64226	-	-	True
KRH55709	KRH55710	GLYMA_06G274600	GLYMA_06G274700	4	6	1	9738	+	+	True
KRH55709	KRH55711	GLYMA_06G274600	GLYMA_06G274800	4	6	2	11786	+	-	False
KRH55709	KRH55712	GLYMA_06G274600	GLYMA_06G274900	4	6	3	25977	+	-	False
KRH55710	KRH55711	GLYMA_06G274700	GLYMA_06G274800	4	6	1	2048	+	-	False
KRH55710	KRH55712	GLYMA_06G274700	GLYMA_06G274900	4	6	2	16239	+	-	False
KRH55711	KRH55712	GLYMA_06G274800	GLYMA_06G274900	4	6	1	14191	-	-	True
KRH49282	KRH49283	GLYMA_07G145000	GLYMA_07G145100	4	7	1	9805	-	+	False
KRH49282	KRH49284	GLYMA_07G145000	GLYMA_07G145200	4	7	2	13851	-	+	False
KRH49283	KRH49284	GLYMA_07G145100	GLYMA_07G145200	4	7	1	4046	+	+	True
KRH37636	KRH37637	GLYMA_09G079200	GLYMA_09G079300	4	9	1	5505	+	+	True
KRH37670	KRH37671	GLYMA_09G081200	GLYMA_09G081300	4	9	1	1940	-	-	True
KRH37746	KRH37747	GLYMA_09G086300	GLYMA_09G086400	4	9	1	4801	-	+	False
KRH38675	KRH38676	GLYMA_09G150600	GLYMA_09G150700	4	9	1	11910	-	-	True
KRH38675	KRH38677	GLYMA_09G150600	GLYMA_09G150800	4	9	2	64738	-	+	False
KRH38675	KRH38678	GLYMA_09G150600	GLYMA_09G150900	4	9	3	86101	-	-	True
KRH38675	KRH38679	GLYMA_09G150600	GLYMA_09G151000	4	9	4	88156	-	-	True
KRH38675	KRH38680	GLYMA_09G150600	GLYMA_09G151100	4	9	5	94262	-	+	False
KRH38675	KRH38681	GLYMA_09G150600	GLYMA_09G151200	4	9	6	107835	-	-	True
KRH38676	KRH38677	GLYMA_09G150700	GLYMA_09G150800	4	9	1	52828	-	+	False
KRH38676	KRH38678	GLYMA_09G150700	GLYMA_09G150900	4	9	2	74191	-	-	True
KRH38676	KRH38679	GLYMA_09G150700	GLYMA_09G151000	4	9	3	76246	-	-	True
KRH38676	KRH38680	GLYMA_09G150700	GLYMA_09G151100	4	9	4	82352	-	+	False
KRH38676	KRH38681	GLYMA_09G150700	GLYMA_09G151200	4	9	5	95925	-	-	True
KRH38677	KRH38678	GLYMA_09G150800	GLYMA_09G150900	4	9	1	21363	+	-	False
KRH38677	KRH38679	GLYMA_09G150800	GLYMA_09G151000	4	9	2	23418	+	-	False
KRH38677	KRH38680	GLYMA_09G150800	GLYMA_09G151100	4	9	3	29524	+	+	True
KRH38677	KRH38681	GLYMA_09G150800	GLYMA_09G151200	4	9	4	43097	+	-	False
KRH38678	KRH38679	GLYMA_09G150900	GLYMA_09G151000	4	9	1	2055	-	-	True
KRH38678	KRH38680	GLYMA_09G150900	GLYMA_09G151100	4	9	2	8161	-	+	False
KRH38678	KRH38681	GLYMA_09G150900	GLYMA_09G151200	4	9	3	21734	-	-	True
KRH38679	KRH38680	GLYMA_09G151000	GLYMA_09G151100	4	9	1	6106	-	+	False
KRH38679	KRH38681	GLYMA_09G151000	GLYMA_09G151200	4	9	2	19679	-	-	True
KRH38680	KRH38681	GLYMA_09G151100	GLYMA_09G151200	4	9	1	13573	+	-	False
KRH24330	KRH24331	GLYMA_12G033800	GLYMA_12G033900	5	12	1	13490	-	-	True
KRH24330	KRH24332	GLYMA_12G033800	GLYMA_12G034000	5	12	2	20690	-	+	False
KRH24330	KRH24333	GLYMA_12G033800	GLYMA_12G034100	5	12	3	22201	-	+	False
KRH24330	KRH24334	GLYMA_12G033800	GLYMA_12G034200	5	12	4	24936	-	-	True
KRH24330	KRH24335	GLYMA_12G033800	GLYMA_12G034300	5	12	5	27400	-	-	True
KRH24330	KRH24336	GLYMA_12G033800	GLYMA_12G034400	5	12	6	28836	-	-	True
KRH24330	KRH24337	GLYMA_12G033800	GLYMA_12G034500	5	12	7	31096	-	+	False
KRH24330	KRH24338	GLYMA_12G033800	GLYMA_12G034600	5	12	8	32701	-	-	True
KRH24330	KRH24339	GLYMA_12G033800	GLYMA_12G034700	5	12	9	33833	-	+	False
KRH24330	KRH24340	GLYMA_12G033800	GLYMA_12G034800	5	12	10	35743	-	-	True
KRH24331	KRH24332	GLYMA_12G033900	GLYMA_12G034000	5	12	1	7200	-	+	False
KRH24331	KRH24333	GLYMA_12G033900	GLYMA_12G034100	5	12	2	8711	-	+	False
KRH24331	KRH24334	GLYMA_12G033900	GLYMA_12G034200	5	12	3	11446	-	-	True
KRH24331	KRH24335	GLYMA_12G033900	GLYMA_12G034300	5	12	4	13910	-	-	True
KRH24331	KRH24336	GLYMA_12G033900	GLYMA_12G034400	5	12	5	15346	-	-	True
KRH24331	KRH24337	GLYMA_12G033900	GLYMA_12G034500	5	12	6	17606	-	+	False
KRH24331	KRH24338	GLYMA_12G033900	GLYMA_12G034600	5	12	7	19211	-	-	True
KRH24331	KRH24339	GLYMA_12G033900	GLYMA_12G034700	5	12	8	20343	-	+	False
KRH24331	KRH24340	GLYMA_12G033900	GLYMA_12G034800	5	12	9	22253	-	-	True
KRH24331	KRH24341	GLYMA_12G033900	GLYMA_12G034900	5	12	10	23437	-	+	False
KRH24332	KRH24333	GLYMA_12G034000	GLYMA_12G034100	5	12	1	1511	+	+	True
KRH24332	KRH24334	GLYMA_12G034000	GLYMA_12G034200	5	12	2	4246	+	-	False
KRH24332	KRH24335	GLYMA_12G034000	GLYMA_12G034300	5	12	3	6710	+	-	False
KRH24332	KRH24336	GLYMA_12G034000	GLYMA_12G034400	5	12	4	8146	+	-	False
KRH24332	KRH24337	GLYMA_12G034000	GLYMA_12G034500	5	12	5	10406	+	+	True
KRH24332	KRH24338	GLYMA_12G034000	GLYMA_12G034600	5	12	6	12011	+	-	False
KRH24332	KRH24339	GLYMA_12G034000	GLYMA_12G034700	5	12	7	13143	+	+	True
KRH24332	KRH24340	GLYMA_12G034000	GLYMA_12G034800	5	12	8	15053	+	-	False
KRH24332	KRH24341	GLYMA_12G034000	GLYMA_12G034900	5	12	9	16237	+	+	True
KRH24332	KRH24342	GLYMA_12G034000	GLYMA_12G035000	5	12	10	18989	+	-	False
KRH24333	KRH24334	GLYMA_12G034100	GLYMA_12G034200	5	12	1	2735	+	-	False
KRH24333	KRH24335	GLYMA_12G034100	GLYMA_12G034300	5	12	2	5199	+	-	False
KRH24333	KRH24336	GLYMA_12G034100	GLYMA_12G034400	5	12	3	6635	+	-	False
KRH24333	KRH24337	GLYMA_12G034100	GLYMA_12G034500	5	12	4	8895	+	+	True
KRH24333	KRH24338	GLYMA_12G034100	GLYMA_12G034600	5	12	5	10500	+	-	False
KRH24333	KRH24339	GLYMA_12G034100	GLYMA_12G034700	5	12	6	11632	+	+	True
KRH24333	KRH24340	GLYMA_12G034100	GLYMA_12G034800	5	12	7	13542	+	-	False
KRH24333	KRH24341	GLYMA_12G034100	GLYMA_12G034900	5	12	8	14726	+	+	True
KRH24333	KRH24342	GLYMA_12G034100	GLYMA_12G035000	5	12	9	17478	+	-	False
KRH24333	KRH24343	GLYMA_12G034100	GLYMA_12G035100	5	12	10	19043	+	+	True
KRH24334	KRH24335	GLYMA_12G034200	GLYMA_12G034300	5	12	1	2464	-	-	True
KRH24334	KRH24336	GLYMA_12G034200	GLYMA_12G034400	5	12	2	3900	-	-	True
KRH24334	KRH24337	GLYMA_12G034200	GLYMA_12G034500	5	12	3	6160	-	+	False
KRH24334	KRH24338	GLYMA_12G034200	GLYMA_12G034600	5	12	4	7765	-	-	True
KRH24334	KRH24339	GLYMA_12G034200	GLYMA_12G034700	5	12	5	8897	-	+	False
KRH24334	KRH24340	GLYMA_12G034200	GLYMA_12G034800	5	12	6	10807	-	-	True
KRH24334	KRH24341	GLYMA_12G034200	GLYMA_12G034900	5	12	7	11991	-	+	False
KRH24334	KRH24342	GLYMA_12G034200	GLYMA_12G035000	5	12	8	14743	-	-	True
KRH24334	KRH24343	GLYMA_12G034200	GLYMA_12G035100	5	12	9	16308	-	+	False
KRH24334	KRH24344	GLYMA_12G034200	GLYMA_12G035200	5	12	10	18316	-	-	True
KRH24335	KRH24336	GLYMA_12G034300	GLYMA_12G034400	5	12	1	1436	-	-	True
KRH24335	KRH24337	GLYMA_12G034300	GLYMA_12G034500	5	12	2	3696	-	+	False
KRH24335	KRH24338	GLYMA_12G034300	GLYMA_12G034600	5	12	3	5301	-	-	True
KRH24335	KRH24339	GLYMA_12G034300	GLYMA_12G034700	5	12	4	6433	-	+	False
KRH24335	KRH24340	GLYMA_12G034300	GLYMA_12G034800	5	12	5	8343	-	-	True
KRH24335	KRH24341	GLYMA_12G034300	GLYMA_12G034900	5	12	6	9527	-	+	False
KRH24335	KRH24342	GLYMA_12G034300	GLYMA_12G035000	5	12	7	12279	-	-	True
KRH24335	KRH24343	GLYMA_12G034300	GLYMA_12G035100	5	12	8	13844	-	+	False
KRH24335	KRH24344	GLYMA_12G034300	GLYMA_12G035200	5	12	9	15852	-	-	True
KRH24335	KRH24345	GLYMA_12G034300	GLYMA_12G035300	5	12	10	18239	-	-	True
KRH24336	KRH24337	GLYMA_12G034400	GLYMA_12G034500	5	12	1	2260	-	+	False
KRH24336	KRH24338	GLYMA_12G034400	GLYMA_12G034600	5	12	2	3865	-	-	True
KRH24336	KRH24339	GLYMA_12G034400	GLYMA_12G034700	5	12	3	4997	-	+	False
KRH24336	KRH24340	GLYMA_12G034400	GLYMA_12G034800	5	12	4	6907	-	-	True
KRH24336	KRH24341	GLYMA_12G034400	GLYMA_12G034900	5	12	5	8091	-	+	False
KRH24336	KRH24342	GLYMA_12G034400	GLYMA_12G035000	5	12	6	10843	-	-	True
KRH24336	KRH24343	GLYMA_12G034400	GLYMA_12G035100	5	12	7	12408	-	+	False
KRH24336	KRH24344	GLYMA_12G034400	GLYMA_12G035200	5	12	8	14416	-	-	True
KRH24336	KRH24345	GLYMA_12G034400	GLYMA_12G035300	5	12	9	16803	-	-	True
KRH24336	KRH24346	GLYMA_12G034400	GLYMA_12G035400	5	12	10	18116	-	+	False
KRH24337	KRH24338	GLYMA_12G034500	GLYMA_12G034600	5	12	1	1605	+	-	False
KRH24337	KRH24339	GLYMA_12G034500	GLYMA_12G034700	5	12	2	2737	+	+	True
KRH24337	KRH24340	GLYMA_12G034500	GLYMA_12G034800	5	12	3	4647	+	-	False
KRH24337	KRH24341	GLYMA_12G034500	GLYMA_12G034900	5	12	4	5831	+	+	True
KRH24337	KRH24342	GLYMA_12G034500	GLYMA_12G035000	5	12	5	8583	+	-	False
KRH24337	KRH24343	GLYMA_12G034500	GLYMA_12G035100	5	12	6	10148	+	+	True
KRH24337	KRH24344	GLYMA_12G034500	GLYMA_12G035200	5	12	7	12156	+	-	False
KRH24337	KRH24345	GLYMA_12G034500	GLYMA_12G035300	5	12	8	14543	+	-	False
KRH24337	KRH24346	GLYMA_12G034500	GLYMA_12G035400	5	12	9	15856	+	+	True
KRH24338	KRH24339	GLYMA_12G034600	GLYMA_12G034700	5	12	1	1132	-	+	False
KRH24338	KRH24340	GLYMA_12G034600	GLYMA_12G034800	5	12	2	3042	-	-	True
KRH24338	KRH24341	GLYMA_12G034600	GLYMA_12G034900	5	12	3	4226	-	+	False
KRH24338	KRH24342	GLYMA_12G034600	GLYMA_12G035000	5	12	4	6978	-	-	True
KRH24338	KRH24343	GLYMA_12G034600	GLYMA_12G035100	5	12	5	8543	-	+	False
KRH24338	KRH24344	GLYMA_12G034600	GLYMA_12G035200	5	12	6	10551	-	-	True
KRH24338	KRH24345	GLYMA_12G034600	GLYMA_12G035300	5	12	7	12938	-	-	True
KRH24338	KRH24346	GLYMA_12G034600	GLYMA_12G035400	5	12	8	14251	-	+	False
KRH24338	KRH24349	GLYMA_12G034600	GLYMA_12G035700	5	12	10	27463	-	+	False
KRH24339	KRH24340	GLYMA_12G034700	GLYMA_12G034800	5	12	1	1910	+	-	False
KRH24339	KRH24341	GLYMA_12G034700	GLYMA_12G034900	5	12	2	3094	+	+	True
KRH24339	KRH24342	GLYMA_12G034700	GLYMA_12G035000	5	12	3	5846	+	-	False
KRH24339	KRH24343	GLYMA_12G034700	GLYMA_12G035100	5	12	4	7411	+	+	True
KRH24339	KRH24344	GLYMA_12G034700	GLYMA_12G035200	5	12	5	9419	+	-	False
KRH24339	KRH24345	GLYMA_12G034700	GLYMA_12G035300	5	12	6	11806	+	-	False
KRH24339	KRH24346	GLYMA_12G034700	GLYMA_12G035400	5	12	7	13119	+	+	True
KRH24339	KRH24349	GLYMA_12G034700	GLYMA_12G035700	5	12	9	26331	+	+	True
KRH24340	KRH24341	GLYMA_12G034800	GLYMA_12G034900	5	12	1	1184	-	+	False
KRH24340	KRH24342	GLYMA_12G034800	GLYMA_12G035000	5	12	2	3936	-	-	True
KRH24340	KRH24343	GLYMA_12G034800	GLYMA_12G035100	5	12	3	5501	-	+	False
KRH24340	KRH24344	GLYMA_12G034800	GLYMA_12G035200	5	12	4	7509	-	-	True
KRH24340	KRH24345	GLYMA_12G034800	GLYMA_12G035300	5	12	5	9896	-	-	True
KRH24340	KRH24346	GLYMA_12G034800	GLYMA_12G035400	5	12	6	11209	-	+	False
KRH24340	KRH24349	GLYMA_12G034800	GLYMA_12G035700	5	12	8	24421	-	+	False
KRH24341	KRH24342	GLYMA_12G034900	GLYMA_12G035000	5	12	1	2752	+	-	False
KRH24341	KRH24343	GLYMA_12G034900	GLYMA_12G035100	5	12	2	4317	+	+	True
