gene	age_class	ks_used	selection_class	w_used
KRG89317	Recent	0.1539	Purifying_selection	0.6196
KRG89318	Recent	0.2766	Purifying_selection	0.5284
KRG89319	Recent	0.2923	Purifying_selection	0.3366
KRG89320	Recent	0.0376	Neutral	1
KRG89321	Recent	0.035	Purifying_selection	0.6768
KRG89322	Recent	0.035	Purifying_selection	0.6269
KRG89323	Recent	0.1495	Purifying_selection	0.4372
KRG89324	Recent	0.0376	Neutral	1
KRG89325	Recent	0.0396	Purifying_selection	0.4168
KRG89327	Recent	0.0155	Neutral	1
KRG89328	Recent	0.0933	Purifying_selection	0.1232
KRG89333	Recent	0.1223	Purifying_selection	0.5582
KRG89335	Recent	0.1713	Purifying_selection	0.2146
KRG89336	Recent	1.7857	Purifying_selection	0.0481
KRG89337	Recent	0.0949	Purifying_selection	0.1746
KRG89340	Recent	0.1035	Purifying_selection	0.2522
KRG89342	Recent	0.0645	Purifying_selection	0.6302
KRG89343	Recent	1.1602	Purifying_selection	0.026
KRG89344	Recent	0.1198	Purifying_selection	0.3462
KRG89345	Recent	0.2116	Purifying_selection	0.3574
KRG89350	Recent	0.1743	Purifying_selection	0.3567
KRG89356	Recent	0.1535	Purifying_selection	0.3156
KRG89358	Recent	0.2112	Purifying_selection	0.1389
KRG89359	Recent	0.2764	Purifying_selection	0.454
KRG89360	Recent	0.3451	Purifying_selection	0.661
KRG89361	Recent	0.2764	Purifying_selection	0.4357
KRG89362	Recent	0.2829	Purifying_selection	0.4623
KRG89363	Recent	0.2144	Purifying_selection	0.1983
KRG89365	Recent	0.1842	Purifying_selection	0
KRG89366	Recent	0.1029	Purifying_selection	0.1971
KRG89369	Recent	0.0768	Purifying_selection	0.2807
KRG89371	Recent	0.2757	Purifying_selection	0.1681
KRG89372	Recent	0.0593	Purifying_selection	0.5587
KRG89373	Recent	0.3446	Purifying_selection	0.4201
KRG89377	Recent	0.299	Purifying_selection	0.3337
KRG89378	Recent	0.2026	Purifying_selection	0.4072
KRG89379	Recent	1.0649	Purifying_selection	0.5149
KRG89380	Recent	0.1196	Purifying_selection	0.173
KRG89384	Recent	0.0895	Purifying_selection	0.0938
KRG89385	Recent	0.3124	Purifying_selection	0.8991
KRG89386	Recent	0.398	Purifying_selection	0.8821
KRG89389	Recent	0.9152	Purifying_selection	0.3449
KRG89390	Recent	0.0957	Purifying_selection	0.1909
KRG89392	Recent	0.2835	Purifying_selection	0.5127
KRG89393	Recent	0.1954	Purifying_selection	0.5416
KRG89397	Recent	0.1488	Purifying_selection	0.4554
KRG89400	Recent	0.2817	Purifying_selection	0.5416
KRG89401	Recent	0.1431	Purifying_selection	0.2089
KRG89402	Recent	0.0715	Purifying_selection	0.2657
KRG89405	Recent	1.8283	Purifying_selection	0.1826
KRG89406	Recent	0.0878	Purifying_selection	0.2221
KRG89408	Recent	0.0929	Purifying_selection	0.655
KRG89409	Recent	0.7413	Purifying_selection	0.5105
KRG89410	Recent	0.1487	Purifying_selection	0.1936
KRG89416	Recent	0.2117	Purifying_selection	0.2861
KRG89417	Recent	0.0979	Purifying_selection	0.3472
KRG89418	Recent	0.4006	Purifying_selection	0.4583
KRG89427	Recent	0.1305	Purifying_selection	0.2208
KRG89432	Recent	0.8229	Purifying_selection	0.3115
KRG89435	Recent	0.5574	Purifying_selection	0.3626
KRG89439	Recent	0.1948	Purifying_selection	0.3641
KRG89440	Recent	0.106	Purifying_selection	0.4616
KRG89441	Recent	0.1186	Purifying_selection	0.4402
KRG89443	Recent	0.0175	Purifying_selection	0.5506
KRG89446	Recent	0.0844	Purifying_selection	0.8671
KRG89447	Recent	0.0175	Purifying_selection	0.5506
KRG89451	Old	3.8146	Purifying_selection	0.1036
KRG89456	Recent	0.1829	Purifying_selection	0.1692
KRG89458	Recent	0.3409	Purifying_selection	0.7446
KRG89459	Recent	0.3307	Purifying_selection	0.0592
KRG89460	Recent	0.1607	Purifying_selection	0.2656
KRG89462	Recent	0.1461	Purifying_selection	0.2506
KRG89465	Recent	0.0894	Purifying_selection	0.5518
KRG89466	Recent	0.1119	Purifying_selection	0.0889
KRG89467	Recent	0.0413	Purifying_selection	0.7635
KRG89468	Recent	0.0981	Purifying_selection	0.3967
KRG89470	Recent	0.0713	Purifying_selection	0.0857
KRG89471	Recent	0.489	Purifying_selection	0.2053
KRG89472	Recent	0.2987	Purifying_selection	0.4895
KRG89479	Recent	0.2165	Purifying_selection	0.152
KRG89480	Recent	0.0594	Purifying_selection	0.3421
KRG89483	Recent	0.1504	Purifying_selection	0.34
KRG89485	Recent	0.0825	Purifying_selection	0.598
KRG89486	Recent	0.1119	Purifying_selection	0.3802
KRG89487	Recent	0.1636	Purifying_selection	0.2226
KRG89488	Recent	0.3348	Purifying_selection	0.745
KRG89489	Recent	0.1059	Neutral	1
KRG89490	Recent	1.1949	Purifying_selection	0.3284
KRG89491	Recent	0.7249	Purifying_selection	0.1677
KRG89492	Recent	0.1387	Purifying_selection	0.35
KRG89493	Recent	0.129	Purifying_selection	0.4284
KRG89496	Recent	1.5004	Purifying_selection	0.1248
KRG89499	Recent	0.1095	Purifying_selection	0.5157
KRG89500	Recent	0.8422	Purifying_selection	0.4007
KRG89501	Recent	0.1373	Purifying_selection	0.3642
KRG89504	Recent	0.2131	Purifying_selection	0.2499
KRG89505	Recent	0.1366	Purifying_selection	0.6655
KRG89506	Recent	0.0943	Purifying_selection	0.3067
KRG89507	Recent	0.0949	Purifying_selection	0.427
KRG89510	Recent	0.3496	Purifying_selection	0.9457
KRG89512	Recent	0.166	Purifying_selection	0.5314
KRG89513	Recent	0.1223	Purifying_selection	0.5095
KRG89515	Recent	0.1087	Purifying_selection	0.7602
KRG89516	Recent	0.031	Neutral	1
KRG89518	Recent	0.0777	Purifying_selection	0.6381
KRG89521	Recent	0.3631	Purifying_selection	0.4803
KRG89522	Recent	0.0253	Neutral	1
KRG89523	Recent	0.0358	Purifying_selection	0.7091
KRG89524	Recent	0.0562	Purifying_selection	0.7515
KRG89525	Recent	0.0135	Neutral	1
KRG89526	Recent	0.0345	Neutral	1
KRG89527	Recent	0.0187	Neutral	1
KRG89529	Recent	0.035	Neutral	1
KRG89530	Recent	0.0187	Purifying_selection	0.6592
KRG89533	Recent	0.0345	Neutral	1
KRG89534	Recent	1.2272	Purifying_selection	0.4363
KRG89535	Recent	0.0135	Neutral	1
KRG89536	Recent	0.1634	Purifying_selection	0.5908
KRG89537	Recent	0.1239	Purifying_selection	0.9495
KRG89538	Recent	0.0268	Neutral	1
KRG89539	Recent	0.1568	Purifying_selection	0.2724
KRG89543	Recent	0.1147	Purifying_selection	0.6712
KRG89544	Recent	1.1046	Neutral	1
KRG89547	Recent	0.1635	Purifying_selection	0.1016
KRG89549	Recent	1.3145	Purifying_selection	0.7673
KRG89550	Recent	0.8227	Purifying_selection	0.3157
KRG89553	Recent	0.1741	Purifying_selection	0.111
KRG89554	Recent	0.1893	Purifying_selection	0.94
KRG89556	Recent	0.1485	Purifying_selection	0.3912
KRG89557	Recent	0.0687	Purifying_selection	0.5284
KRG89558	Recent	0.1937	Purifying_selection	0.2451
KRG89561	Recent	0.1433	Neutral	1
KRG89563	Recent	0.018	Neutral	1
KRG89564	Recent	0.0868	Purifying_selection	0.6567
KRG89565	Recent	0.4689	Purifying_selection	0.4293
KRG89566	Recent	0.0868	Purifying_selection	0.6567
KRG89567	Recent	0.2181	Purifying_selection	0.3414
KRG89568	Recent	0.241	Purifying_selection	0.337
KRG89569	Recent	0.211	Purifying_selection	0.9205
KRG89570	Recent	0.7942	Purifying_selection	0.5831
KRG89571	Recent	0.1786	Purifying_selection	0.4054
KRG89572	Recent	0.6739	Purifying_selection	0.7183
KRG89573	Recent	0.1598	Purifying_selection	0.712
KRG89574	Recent	0.0249	Neutral	1
KRG89575	Recent	0.1063	Purifying_selection	0.3277
KRG89576	Recent	0.1362	Purifying_selection	0.4146
KRG89577	Recent	0.1018	Purifying_selection	0.7263
KRG89578	Recent	0.1312	Neutral	1
KRG89579	Recent	0.0701	Purifying_selection	0.4215
KRG89581	Recent	0.0701	Purifying_selection	0.4024
KRG89582	Recent	0.1752	Purifying_selection	0.2469
KRG89584	Recent	0.2651	Purifying_selection	0.2615
KRG89586	Recent	0.1226	Purifying_selection	0.3918
KRG89588	Recent	0.2186	Purifying_selection	0.6259
KRG89589	Recent	0.2251	Purifying_selection	0.6395
KRG89590	Recent	0.1447	Purifying_selection	0.7602
KRG89591	Recent	0.2302	Purifying_selection	0.7602
KRG89600	Recent	0.1465	Neutral	1
KRG89601	Recent	0.4173	Purifying_selection	0.4018
KRG89617	Recent	0.2022	Purifying_selection	0.8107
KRG89618	Recent	0.1375	Purifying_selection	0.4987
KRG89619	Recent	0.5473	Purifying_selection	0.7296
KRG89620	Recent	0.0692	Purifying_selection	0.6453
KRG89621	Recent	0.1335	Purifying_selection	0.3713
KRG89622	Recent	0.0831	Purifying_selection	0.388
KRG89626	Recent	0.2026	Purifying_selection	0.7237
KRG89627	Recent	0.0124	Positive_selection	1.3204
KRG89628	Recent	0.0124	Positive_selection	1.3204
KRG89629	Recent	0.0537	Purifying_selection	0.5631
KRG89631	Recent	0.5366	Purifying_selection	0.3239
KRG89632	Recent	1.3975	Purifying_selection	0.2945
KRG89633	Recent	1.4899	Purifying_selection	0.3318
KRG89634	Recent	0.0939	Purifying_selection	0.4292
KRG89637	Recent	0.1415	Purifying_selection	0.5239
KRG89639	Recent	0.1106	Purifying_selection	0.6094
KRG89642	Recent	0.0757	Neutral	1
KRG89643	Recent	0.2754	Purifying_selection	0.7138
KRG89644	Recent	0.2413	Purifying_selection	0.5672
KRG89645	Recent	0.1293	Purifying_selection	0.8094
KRG89647	Recent	0.2175	Purifying_selection	0.2082
KRG89648	Recent	0.0445	Purifying_selection	0.7743
KRG89649	Recent	0.0627	Purifying_selection	0.5382
KRG89650	Recent	0.0655	Purifying_selection	0.3927
KRG89652	Recent	0.307	Purifying_selection	0.4519
KRG89653	Recent	0.1318	Purifying_selection	0.305
KRG89655	Recent	0.2943	Purifying_selection	0.4203
KRG89656	Recent	0.2606	Purifying_selection	0.4628
KRG89657	Recent	0.0735	Neutral	1
KRG89658	Recent	0.3722	Purifying_selection	0.7837
KRG89659	Recent	0.1731	Purifying_selection	0.6922
KRG89660	Recent	0.3589	Purifying_selection	0.6312
KRG89662	Recent	0.1194	Purifying_selection	0.5289
KRG89663	Recent	0.4358	Purifying_selection	0.5986
KRG89664	Recent	0.3722	Purifying_selection	0.477
KRG89665	Recent	0.2906	Purifying_selection	0.6435
KRG89666	Recent	0.1038	Purifying_selection	0.6314
KRG89667	Recent	0.0194	Purifying_selection	0.6704
KRG89668	Recent	0.0194	Purifying_selection	0.7837
KRG89669	Recent	0.2355	Purifying_selection	0.5397
KRG89670	Recent	0.039	Purifying_selection	0.6223
KRG89671	Recent	0.039	Purifying_selection	0.6228
KRG89672	Recent	0.3939	Purifying_selection	0.543
KRG89673	Recent	0.5107	Purifying_selection	0.4652
KRG89674	Recent	0.1843	Purifying_selection	0.6625
KRG89675	Recent	0.3525	Purifying_selection	0.8204
KRG89676	Recent	0.0742	Purifying_selection	0.9164
KRG89677	Recent	0.0626	Purifying_selection	0.6773
KRG89678	Recent	0.3776	Purifying_selection	0.5879
KRG89679	Recent	0.0626	Purifying_selection	0.6773
KRG89680	Recent	0.1973	Purifying_selection	0.732
KRG89681	Recent	0.2828	Purifying_selection	0.3024
KRG89682	Recent	0.1359	Purifying_selection	0.2512
KRG89683	Recent	0.1277	Purifying_selection	0.2962
KRG89685	Recent	1.9148	Purifying_selection	0.1669
KRG89686	Recent	0.1072	Purifying_selection	0.292
KRG89687	Recent	0.1177	Purifying_selection	0.8284
KRG89688	Recent	0.1469	Purifying_selection	0.2275
KRG89691	Recent	0.2008	Purifying_selection	0.1841
KRG89692	Recent	0.108	Purifying_selection	0.5826
KRG89693	Recent	0.078	Purifying_selection	0.4205
KRG89694	Recent	0.2723	Purifying_selection	0.794
KRG89696	Recent	0.201	Purifying_selection	0.2342
KRG89697	Recent	0.3032	Purifying_selection	0.4053
KRG89698	Recent	0.8025	Purifying_selection	0.1888
KRG89700	Recent	0.195	Purifying_selection	0.5699
KRG89701	Recent	0.1553	Purifying_selection	0.4613
KRG89702	Recent	0.0817	Purifying_selection	0.9317
KRG89703	Recent	0.0757	Purifying_selection	0.5147
KRG89704	Recent	0.8401	Purifying_selection	0.3982
KRG89705	Recent	0.2723	Purifying_selection	0.9257
KRG89706	Recent	0.1233	Neutral	1
KRG89707	Recent	0.0776	Positive_selection	1.0641
KRG89708	Recent	0.2771	Purifying_selection	0.8585
KRG89709	Recent	1.2077	Purifying_selection	0.1405
KRG89710	Recent	0.0798	Purifying_selection	0.9902
KRG89712	Recent	0.1064	Purifying_selection	0.2119
KRG89713	Recent	0.755	Purifying_selection	0.3815
KRG89714	Recent	0.2451	Purifying_selection	0.6639
KRG89715	Recent	0.1499	Purifying_selection	0.9762
KRG89717	Recent	1.797	Purifying_selection	0.2238
KRG89719	Recent	0.0401	Purifying_selection	0.9018
KRG89721	Recent	0.2585	Purifying_selection	0.4734
KRG89722	Recent	0.1526	Purifying_selection	0.3169
KRG89723	Recent	0.2475	Purifying_selection	0.7367
KRG89724	Recent	0.1729	Purifying_selection	0.4334
KRG89725	Recent	0.9254	Purifying_selection	0.2423
KRG89728	Recent	0.0887	Purifying_selection	0.3145
KRG89729	Recent	0.6503	Purifying_selection	0.6363
KRG89730	Recent	1.449	Purifying_selection	0.6405
KRG89732	Recent	0.643	Purifying_selection	0.5963
KRG89734	Recent	0.4361	Purifying_selection	0.2075
KRG89735	Recent	0.0111	Neutral	1
KRG89740	Recent	1.3754	Purifying_selection	0.2781
KRG89741	Recent	0.0622	Purifying_selection	0.373
KRG89742	Recent	0.3201	Purifying_selection	0.4417
KRG89743	Recent	0.4172	Purifying_selection	0.7817
KRG89744	Recent	0.1606	Purifying_selection	0.5855
KRG89746	Recent	0.0458	Purifying_selection	0.9618
KRG89748	Recent	0.0382	Neutral	1
KRG89749	Recent	0.0382	Neutral	1
KRG89752	Recent	0.1004	Purifying_selection	0.4903
KRG89753	Recent	0.9768	Purifying_selection	0.3327
KRG89754	Recent	0.0362	Neutral	1
KRG89755	Recent	0.1143	Purifying_selection	0.3011
KRG89757	Recent	0.103	Purifying_selection	0.3522
KRG89760	Recent	0.0392	Purifying_selection	0.6555
KRG89761	Recent	0.1028	Purifying_selection	0.5707
KRG89762	Recent	1.4063	Purifying_selection	0.296
KRG89764	Recent	0.1242	Purifying_selection	0.7797
KRG89765	Recent	0.1306	Purifying_selection	0.4192
KRG89766	Recent	0.1702	Purifying_selection	0.3848
KRG89769	Recent	0.9071	Purifying_selection	0.5401
KRG89773	Recent	0.1062	Purifying_selection	0.4484
KRG89775	Recent	0.1415	Purifying_selection	0.8109
KRG89779	Recent	0.5552	Purifying_selection	0.3466
KRG89782	Recent	1.3802	Purifying_selection	0.5787
KRG89783	Recent	0.391	Purifying_selection	0.5651
KRG89785	Recent	0.1975	Purifying_selection	0.2938
KRG89788	Recent	0.1032	Purifying_selection	0.3783
KRG89789	Recent	0.5658	Purifying_selection	0.3721
KRG89791	Recent	1.2191	Purifying_selection	0.3991
KRG89797	Recent	0.4258	Purifying_selection	0.5834
KRG89812	Recent	0.554	Purifying_selection	0.1731
KRG89814	Recent	0.1697	Neutral	1
KRG89815	Recent	0.1873	Purifying_selection	0.2362
KRG89817	Recent	0.1434	Purifying_selection	0.4173
KRG89818	Recent	0.1827	Purifying_selection	0.4268
KRG89822	Recent	1.693	Purifying_selection	0.1965
KRG89823	Recent	0.1177	Purifying_selection	0.8284
KRG89824	Recent	0.2424	Purifying_selection	0.337
KRG89825	Recent	0.2233	Purifying_selection	0.6779
KRG89826	Recent	0.1136	Purifying_selection	0.8769
KRG89827	Recent	0.036	Purifying_selection	0.6829
KRG89828	Recent	0.1293	Purifying_selection	0.1528
KRG89834	Recent	0.5055	Purifying_selection	0.4165
KRG89836	Recent	0.3776	Purifying_selection	0.9798
KRG89837	Recent	0.2073	Purifying_selection	0.4967
KRG89840	Recent	0.3175	Purifying_selection	0.4831
KRG89841	Recent	0.3175	Purifying_selection	0.5262
KRG89850	Recent	0.1131	Purifying_selection	0.3375
KRG89851	Recent	0.1146	Purifying_selection	0.2201
KRG89852	Recent	0.0146	Positive_selection	1.7985
KRG89853	Recent	0.1399	Purifying_selection	0.3283
KRG89854	Recent	0.3173	Purifying_selection	0.825
KRG89855	Recent	0.2051	Purifying_selection	0.2843
KRG89857	Recent	0.2352	Purifying_selection	0.2568
KRG89858	Recent	0.2387	Purifying_selection	0.2157
KRG89859	Recent	0.0897	Neutral	1
KRG89860	Recent	0.1953	Purifying_selection	0.2568
KRG89862	Recent	0.0685	Purifying_selection	0.9271
KRG89864	Recent	1.4652	Purifying_selection	0.2843
KRG89865	Recent	0.1375	Purifying_selection	0.2007
KRG89866	Recent	0.0685	Purifying_selection	0.9271
KRG89867	Recent	1.4262	Purifying_selection	0.2252
KRG89871	Recent	0.4595	Purifying_selection	0.5826
KRG89872	Recent	0.367	Purifying_selection	0.1984
KRG89873	Recent	0.1569	Purifying_selection	0.4129
KRG89875	Recent	0.3251	Purifying_selection	0.4726
KRG89877	Recent	1.954	Purifying_selection	0.2425
KRG89881	Recent	0.5828	Purifying_selection	0.2319
KRG89882	Recent	0.1881	Neutral	1
KRG89883	Recent	0.536	Purifying_selection	0.2613
KRG89885	Recent	0.0936	Purifying_selection	0.7369
KRG89886	Recent	0.3537	Purifying_selection	0.9596
KRG89888	Recent	0.1719	Purifying_selection	0.3706
KRG89889	Recent	0.1719	Purifying_selection	0.3706
KRG89890	Recent	0.2012	Neutral	1
KRG89893	Recent	0.7639	Purifying_selection	0.275
KRG89895	Recent	0.054	Purifying_selection	0.3794
KRG89896	Recent	1.5516	Purifying_selection	0.2437
KRG89898	Recent	0.1515	Purifying_selection	0.2304
KRG89899	Recent	0.1866	Purifying_selection	0.6614
KRG89901	Recent	0.5994	Purifying_selection	0.3858
KRG89902	Recent	0.6207	Purifying_selection	0.3516
KRG89904	Recent	0.1375	Purifying_selection	0.4628
KRG89912	Recent	1.4929	Purifying_selection	0.3703
KRG89913	Recent	0.1866	Purifying_selection	0.6614
KRG89916	Old	2.3947	Purifying_selection	0.2305
KRG89918	Recent	0.0593	Neutral	1
KRG89919	Recent	0.0353	Purifying_selection	0.514
KRG89920	Recent	0.1231	Purifying_selection	0.3079
KRG89921	Recent	0.2165	Purifying_selection	0.3917
KRG89922	Recent	0.3438	Purifying_selection	0.8295
KRG89931	Recent	0.0793	Purifying_selection	0.4703
KRG89933	Recent	0.1586	Purifying_selection	0.2119
KRG89934	Recent	0.0798	Purifying_selection	0.534
KRG89936	Recent	0.0977	Purifying_selection	0.3104
KRG89940	Recent	0.0728	Purifying_selection	0.3199
KRG89941	Recent	0.1893	Purifying_selection	0.4533
KRG89943	Recent	0.0838	Purifying_selection	0.4774
KRG89944	Recent	0.0213	Neutral	1
KRG89945	Recent	0.3217	Purifying_selection	0.5424
KRG89946	Recent	0.7289	Purifying_selection	0.2407
KRG89948	Recent	1.389	Purifying_selection	0.4937
KRG89951	Recent	1.3248	Purifying_selection	0.4937
KRG89953	Recent	0.0997	Purifying_selection	0.4212
KRG89957	Recent	0.189	Purifying_selection	0.3063
KRG89960	Recent	0.2621	Purifying_selection	0.7545
KRG89961	Recent	0.63	Purifying_selection	0.171
KRG89964	Recent	0.0871	Purifying_selection	0.3402
KRG89976	Recent	1.1396	Purifying_selection	0.405
KRG89977	Recent	0.2973	Purifying_selection	0.5672
KRG89978	Recent	0.4586	Purifying_selection	0.1475
KRG89979	Recent	1.1287	Purifying_selection	0.3138
KRG89980	Recent	0.0764	Purifying_selection	0.2653
KRG89982	Recent	0.1167	Purifying_selection	0.2343
KRG89984	Recent	0.1262	Purifying_selection	0.3466
KRG89985	Recent	0.1111	Purifying_selection	0.9015
KRG89986	Recent	0.2353	Purifying_selection	0.8118
KRG89989	Recent	0.0548	Purifying_selection	0.8702
KRG89990	Recent	0.1016	Purifying_selection	0.5292
KRG89991	Recent	0.057	Purifying_selection	0.6757
KRG89992	Recent	0.105	Purifying_selection	0.246
KRG89994	Recent	0.0593	Purifying_selection	0.2643
KRG89997	Recent	0.2457	Purifying_selection	0.2643
KRG89999	Recent	0.1199	Purifying_selection	0.2324
KRG90002	Recent	0.2064	Purifying_selection	0.4687
KRG90003	Recent	0.0314	Purifying_selection	0.7302
KRG90005	Recent	0.1065	Purifying_selection	0.5353
KRG90006	Recent	0.4304	Purifying_selection	0.2648
KRG90007	Recent	1.8985	Purifying_selection	0.1799
KRG90008	Recent	0.7397	Purifying_selection	0.2352
KRG90009	Recent	0.2919	Purifying_selection	0.7164
KRG90013	Recent	0.1185	Purifying_selection	0.4184
KRG90017	Recent	0.1779	Purifying_selection	0.5786
KRG90019	Recent	0.1455	Purifying_selection	0.537
KRG90022	Recent	0.1103	Purifying_selection	0.3241
KRG90023	Recent	0.0778	Purifying_selection	0.6134
KRG90027	Recent	0.2588	Purifying_selection	0.3091
KRG90028	Recent	0.2495	Purifying_selection	0.3914
KRG90029	Recent	0.1691	Purifying_selection	0.7909
KRG90030	Recent	0.261	Purifying_selection	0.1687
KRG90031	Recent	0.1646	Purifying_selection	0.6528
KRG90032	Recent	0.167	Purifying_selection	0.5732
KRG90033	Recent	0.0491	Purifying_selection	0.6641
KRG90034	Recent	0.8293	Purifying_selection	0.6185
KRG90035	Recent	0.1048	Purifying_selection	0.3483
KRG90036	Recent	0.3162	Purifying_selection	0.2048
KRG90038	Recent	0.0433	Purifying_selection	0.2055
KRG90039	Recent	0.042	Purifying_selection	0.8541
KRG90040	Recent	0.0241	Purifying_selection	0.9248
KRG90042	Recent	0.0252	Purifying_selection	0.8456
KRG90043	Recent	0.0173	Purifying_selection	0.9339
KRG90044	Recent	0.0173	Purifying_selection	0.8902
KRG90045	Recent	0.0491	Purifying_selection	0.8719
KRG90046	Recent	0.2412	Purifying_selection	0.2996
KRG90047	Recent	0.007	Neutral	1
KRG90048	Recent	0.4196	Positive_selection	1.0656
KRG90049	Recent	0.0549	Purifying_selection	0.4422
KRG90052	Recent	0.1205	Purifying_selection	0.932
KRG90053	Recent	0.1499	Purifying_selection	0.38
KRG90054	Recent	0.104	Purifying_selection	0.4183
KRG90064	Recent	0.0825	Purifying_selection	0.1072
KRG90065	Recent	0.0143	Neutral	1
KRG90066	Recent	0.0311	Neutral	1
KRG90067	Recent	0.3183	Purifying_selection	0.2875
KRG90068	Recent	0.3183	Purifying_selection	0.2815
KRG90070	Recent	0.1306	Purifying_selection	0.1135
KRG90071	Recent	1.6079	Purifying_selection	0.4541
KRG90072	Recent	1.6346	Purifying_selection	0.3521
KRG90075	Recent	0.0885	Purifying_selection	0.3558
KRG90076	Recent	0.0577	Purifying_selection	0.7739
KRG90077	Recent	0.0405	Neutral	1
KRG90078	Recent	0.1167	Purifying_selection	0.325
